voronoi_std_betweenness_centrality,rotError.std.mean
0.108306665569,0.02798225
0.0848366529613,0.0320445
0.114004545879,0.0178372
0.103636622274,0.0199945
0.082138035642,0.021598
0.0855568473939,0.036893
0.0952789524029,0.0359985
0.0830023467368,0.01772125
0.157379029906,0.5246775
0.0778880925589,0.385748
0.0958990178296,0.088337
0.123818508682,0.0298306666667
0.064127687584,0.022416
0.128144102526,0.014809
0.126020319963,0.008167
0.0939366873161,0.012435
0.0872310046751,0.0413675
0.115339067677,0.02285
0.0623751617214,0.028219
0.0762021693546,0.122708
0.0702608079073,0.020269
0.0867796134283,0.023071
0.0850149322524,0.0556182
0.0828370625069,0.805028666667
0.16805134529,0.736744
0.138718645002,0.348673666667
0.0739055320019,0.0636326
0.0913729694687,0.0959848888889
0.0894050902149,0.3574515
0.134288831834,0.047268
0.1103334443,0.997592
0.0770398687958,0.0586724
0.0862567077224,0.546293
0.151920860392,0.668596
0.0746543812721,0.147273
0.0511046648544,0.059187
0.140770979315,0.033395

5-Fold RMSE:,0.309925118227,0.239865117688,0.167123295262,0.203171796046,0.203171796046
Average 5-Fold RMSE:,0.248864423432

5-Fold rsquared:,-27.1657423789,0.208205106538,-22.312168216,0.0912393302382,0.0912393302382
Average 5-Fold rsquared:,-9.92453017559
