topology_std_eigenvector_centrality,rotError.std.std
0.118775976121,0.00415768868333
0.105912295049,0.0035425
0.128133402293,0.00655641073759
0.123327189632,0.0051905
0.11116785633,0.006605
0.0963975736058,0.0
0.111420287448,0.0056375
0.132839614937,0.00514110111625
0.12661037708,0.4711185
0.129278231027,0.520981324519
0.116999705628,0.0
0.113860325594,0.00461329826576
0.0983045532532,0.0
0.136984666563,0.00678663190888
0.121745985772,0.000102
0.129587592,0.002803
0.12417994054,0.0297495
0.143314542052,0.0
0.105943592175,0.004725
0.112661742233,0.0
0.0953368680058,0.003115
0.11078077306,0.00955488046323
0.108512198276,0.0452229868072
0.0976310729378,0.265200879727
0.136238783067,0.0
0.127039153774,0.370361932929
0.112134596259,0.0440903158374
0.0976912934536,0.0449257746967
0.0929410616606,0.3296775
0.109405113251,0.015767
0.13417553378,0.0
0.114101280324,0.0520600178548
0.106549735087,0.46847
0.133073753052,0.0
0.10756347235,0.126804
0.0795638641065,0.0
0.133711411098,0.00888930742522

5-Fold RMSE:,0.158290021866,0.172034873529,0.099022511354,0.182170467676,0.182170467676
Average 5-Fold RMSE:,0.154408350091

5-Fold rsquared:,-0.112857928437,-0.0767257243612,-0.0336192707992,-0.20011055167,-0.20011055167
Average 5-Fold rsquared:,-0.0912059221496
