voronoi_density,transError.mean.mean
0.00812851405622,0.77999825
0.00892348585533,0.737788
0.0097678694553,0.6111264
0.0118343195266,0.627088
0.00836649321498,0.895302
0.0088868459358,0.690067
0.00671096345515,0.6868825
0.0151079136691,0.7195855
0.015503875969,6.0711005
0.00844979919679,7.747828
0.00595238095238,1.066061
0.00793650793651,0.880959666667
0.00318368544601,1.110731
0.0132155083194,0.992162
0.103896103896,0.806277
0.0131513647643,0.960523
0.0104161102505,0.95364
0.00722834459059,1.467048
0.00749872902898,1.3147815
0.00719244167105,1.60563
0.00925140387024,1.28873
0.00724618860868,1.08620766667
0.00697674418605,0.873942
0.00713667820069,9.46907833333
0.0176991150442,5.437125
0.0131567778627,5.458101
0.00866896039938,1.9444218
0.00484541088869,2.43944244444
0.00740202062177,2.0359135
0.00740228294708,2.2091805
0.0108634470337,16.189822
0.00642957604983,2.9383338
0.00480478499412,7.8686635
0.0190476190476,3.155217
0.00808823529412,7.5462215
0.00400898812284,1.874993
0.0105263157895,1.3166405

5-Fold RMSE:,1.65139061255,2.26450130183,5.27873404831,9.46915395383,9.46915395383
Average 5-Fold RMSE:,4.25587543495

5-Fold rsquared:,-0.00645527523387,-0.0414925815742,-0.0545774329857,-0.0218573386686,-0.0218573386686
Average 5-Fold rsquared:,-0.0420435072773
