voronoi_std_closeness_centrality,rotError.mean.mean
0.0115281691071,0.033056
0.0127664010297,0.022922
0.012871900677,0.0119034
0.00955666431135,0.024416
0.0101031055214,0.022984
0.0104434238961,0.026014
0.010504734642,0.0385815
0.0237913288013,0.01411725
0.0161798718058,0.508538
0.0136819240382,0.427206333333
0.0122438733975,0.027683
0.0116531019994,0.021869
0.00741871144613,0.025594
0.0155996031848,0.011314
0.0519139466047,0.005875
0.0121048389773,0.008499
0.0133203744133,0.0364685
0.0111789888503,0.013377
0.012002439584,0.025206
0.0110110099535,0.098742
0.0121833939039,0.0188725
0.0092818621892,0.0217106666667
0.0136604729771,0.0356654
0.0129204340926,0.710121333333
0.0155910611826,0.617859
0.0143990925972,0.347246
0.0141771999006,0.037768
0.00310742205166,0.0542597777778
0.0105738429496,0.2879235
0.00914047087579,0.0488165
0.0164595556523,0.811734
0.00952672556587,0.061975
0.00976784712079,0.422134
0.0192787369224,0.415324
0.0162028340043,0.1402775
0.00875221342896,0.058548
0.0130270578487,0.02715275

5-Fold RMSE:,0.234197092357,0.27934236305,0.138790608812,0.288822836584,0.288822836584
Average 5-Fold RMSE:,0.320756489947

5-Fold rsquared:,-0.0142200209918,-0.00140500523988,-0.0779048586316,-1.10256300005,-1.10256300005
Average 5-Fold rsquared:,-0.25427134824
