voronoi_std_eigenvector_centrality,rotError.mean.std
0.0621418524861,0.0055707192085
0.064562611159,0.005774
0.0655147896749,0.00612134232338
0.0756944120562,0.005801
0.063736397957,0.010443
0.0655788298353,0.0
0.0571208297746,0.0071645
0.0795172592942,0.004242387086
0.0863325328339,0.454829
0.0625710750276,0.585340681631
0.0539293297254,0.0
0.0623255741929,0.00592653260066
0.0393741635952,0.0
0.0778171239841,0.00493682941438
0.183177866246,0.000363
0.0788215763143,1e-05
0.0702204048489,0.0232285
0.0583048887054,0.0
0.0585601819606,0.012573
0.0588844988291,0.0
0.0665140899304,0.0029735
0.0595416486538,0.00940442351001
0.0570370754118,0.0173000462265
0.0583229555488,0.389879276934
0.092355006202,0.0
0.0794001997108,0.370803851292
0.0633224148962,0.0154836093337
0.0480134270942,0.0414718190067
0.0594842394656,0.2579585
0.057696329759,0.0264565
0.0701124270704,0.0
0.0559140808964,0.0619982553142
0.0480981747221,0.370025
0.095602752891,0.0
0.061688422116,0.1258145
0.0433166383751,0.0
0.0718074587629,0.00653480410475

5-Fold RMSE:,0.12048682267,0.0818697102912,0.173528602897,0.175121054252,0.175121054252
Average 5-Fold RMSE:,0.150978112281

5-Fold rsquared:,-0.299738618495,-135.619372699,-0.129786134563,-2.97986504351,-2.97986504351
Average 5-Fold rsquared:,-27.8148367207
