topology_avg_katz_centrality,transError.mean.std
0.177783461173,0.0268714999802
0.173718373605,0.08188
0.225837365907,0.0386996817124
0.197191271315,0.195896
0.17256521982,0.00292
0.156033511459,0.0
0.137439770012,0.1233725
0.221789361423,0.0698618482453
0.213572373485,4.9228345
0.194739301254,9.61954530971
0.168023315729,0.0
0.165392862514,0.156519499397
0.164520601552,0.0
0.22139266437,0.277745542295
0.226325241251,0.448678
0.222462593068,0.347259
0.197164987585,0.354833
0.200394557396,0.0
0.159984669078,0.0584935
0.162992923157,0.0
0.13687879313,0.321336
0.17493981875,0.477166622112
0.153835261752,0.255518043365
0.576851478367,3.45614803464
0.255507311148,0.0
0.217728809152,3.87716082459
0.184491558962,0.596664793933
0.140375197828,2.23653723722
0.137896297217,0.1633645
0.205673933659,0.9678625
0.187006207323,0.0
0.151720774244,2.54792806727
0.139000400145,6.6343885
0.23768993686,0.0
0.152012508979,5.7450325
0.122273092524,0.0
0.194677300978,0.15450226646

5-Fold RMSE:,3.18048878917,2.29908559345,2.67055532476,1.31613075231,1.31613075231
Average 5-Fold RMSE:,2.11450003333

5-Fold rsquared:,-1.16482568388,-2.21540505419,-0.11328500152,-0.37954598746,-0.37954598746
Average 5-Fold rsquared:,-1.10334181258
