voronoi_avg_closeness_centrality,transError.mean.mean
0.0607268432365,0.77999825
0.0784116989904,0.737788
0.0670963269855,0.6111264
0.0849009471958,0.627088
0.0752682157962,0.895302
0.0763646154256,0.690067
0.0630304264848,0.6868825
0.12870857214,0.7195855
0.0833470642953,6.0711005
0.0764866089586,7.747828
0.0689598898793,1.066061
0.0653665559372,0.880959666667
0.047644843881,1.110731
0.0838354988579,0.992162
0.276990231888,0.806277
0.0884732603304,0.960523
0.0840568168315,0.95364
0.0627819242078,1.467048
0.0824425675438,1.3147815
0.0716179077184,1.60563
0.0829357773374,1.28873
0.0674685943723,1.08620766667
0.066160655136,0.873942
0.0716879263894,9.46907833333
0.0847485271117,5.437125
0.0852834013798,5.458101
0.0745168063384,1.9444218
0.0418780662733,2.43944244444
0.0626132509807,2.0359135
0.0459685102702,2.2091805
0.086124372711,16.189822
0.0621938106869,2.9383338
0.0511601522691,7.8686635
0.10438803755,3.155217
0.0829681026723,7.5462215
0.0583282349173,1.874993
0.0677186188063,1.3166405

5-Fold RMSE:,5.28105265618,6.04450736036,2.48517574605,2.49485792842,2.49485792842
Average 5-Fold RMSE:,3.94832608588

5-Fold rsquared:,-0.137500290798,-0.16565814687,-10.1282162356,-0.0659207589938,-0.0659207589938
Average 5-Fold rsquared:,-2.16880461181
