voronoi_avg_eigenvector_centrality,rotError.std.mean
0.0117639351235,0.02798225
0.013397586622,0.0320445
0.00863855085793,0.0178372
0.0123575452517,0.0199945
0.00727309513956,0.021598
0.00813813888448,0.036893
0.00771167569822,0.0359985
0.0286332432184,0.01772125
0.0172809652214,0.5246775
0.0092119796945,0.385748
0.00768026339488,0.088337
0.00825178595754,0.0298306666667
0.00348930382443,0.022416
0.0152906308222,0.014809
0.109089022235,0.008167
0.0140504632514,0.012435
0.014957737734,0.0413675
0.00607997285304,0.02285
0.0113764647388,0.028219
0.00813539809992,0.122708
0.00775762679381,0.020269
0.00720516326982,0.023071
0.00830849954476,0.0556182
0.00765770647817,0.805028666667
0.017891627974,0.736744
0.0137519009375,0.348673666667
0.00941447966977,0.0636326
0.00385958981256,0.0959848888889
0.00766469551654,0.3574515
0.00780794728565,0.047268
0.0193714444817,0.997592
0.00617839133906,0.0586724
0.00533722428878,0.546293
0.0195939573205,0.668596
0.0100393514149,0.147273
0.00323439217057,0.059187
0.0103366706799,0.033395

5-Fold RMSE:,0.21636420987,0.404841190465,0.653147488711,0.273035494122,0.273035494122
Average 5-Fold RMSE:,0.34943605189

5-Fold rsquared:,-0.000650138879666,-3.59739114155,-48.7235204597,-1.01437802198,-1.01437802198
Average 5-Fold rsquared:,-10.8063189822
