topology_std_betweenness_centrality,transError.mean.mean
0.157060934161,0.77999825
0.124401224416,0.737788
0.219441665803,0.6111264
0.187756497808,0.627088
0.154019596736,0.895302
0.15294041887,0.690067
0.141627662593,0.6868825
0.216662018134,0.7195855
0.212474501198,6.0711005
0.179116363595,7.747828
0.16600218961,1.066061
0.170907443183,0.880959666667
0.132183205558,1.110731
0.206867780433,0.992162
0.224004288455,0.806277
0.196185373283,0.960523
0.158996914607,0.95364
0.20325722398,1.467048
0.124375787197,1.3147815
0.146143564105,1.60563
0.116264239203,1.28873
0.16435750178,1.08620766667
0.153122424652,0.873942
0.471404520791,9.46907833333
0.242817084083,5.437125
0.216313212501,5.458101
0.183840968349,1.9444218
0.148639864971,2.43944244444
0.119075163898,2.0359135
0.220853420272,2.2091805
0.190652239415,16.189822
0.119381307136,2.9383338
0.147003696536,7.8686635
0.234536156628,3.155217
0.131812264312,7.5462215
0.0895510295476,1.874993
0.19657591917,1.3166405

5-Fold RMSE:,2.47058568342,5.21304317665,2.54480521598,1.99268672109,1.99268672109
Average 5-Fold RMSE:,2.85761121746

5-Fold rsquared:,-0.394573730434,0.361460981299,-0.178255260105,-0.0485449966648,-0.0485449966648
Average 5-Fold rsquared:,-1.95308782546
