topology_std_eigenvector_centrality,transError.mean.std
0.118775976121,0.0268714999802
0.105912295049,0.08188
0.128133402293,0.0386996817124
0.123327189632,0.195896
0.11116785633,0.00292
0.0963975736058,0.0
0.111420287448,0.1233725
0.132839614937,0.0698618482453
0.12661037708,4.9228345
0.129278231027,9.61954530971
0.116999705628,0.0
0.113860325594,0.156519499397
0.0983045532532,0.0
0.136984666563,0.277745542295
0.121745985772,0.448678
0.129587592,0.347259
0.12417994054,0.354833
0.143314542052,0.0
0.105943592175,0.0584935
0.112661742233,0.0
0.0953368680058,0.321336
0.11078077306,0.477166622112
0.108512198276,0.255518043365
0.0976310729378,3.45614803464
0.136238783067,0.0
0.127039153774,3.87716082459
0.112134596259,0.596664793933
0.0976912934536,2.23653723722
0.0929410616606,0.1633645
0.109405113251,0.9678625
0.13417553378,0.0
0.114101280324,2.54792806727
0.106549735087,6.6343885
0.133073753052,0.0
0.10756347235,5.7450325
0.0795638641065,0.0
0.133711411098,0.15450226646

5-Fold RMSE:,3.51102833004,2.5677969372,1.16679685981,1.39884052713,1.39884052713
Average 5-Fold RMSE:,2.13026468267

5-Fold rsquared:,-0.103087568867,-0.606863813796,-0.0662366381623,-0.798040238626,-0.798040238626
Average 5-Fold rsquared:,-0.369908873201
