topology_avg_betweenness_centrality,transError.mean.std
0.0803776683087,0.0268714999802
0.0786962365591,0.08188
0.103887168903,0.0386996817124
0.0693346508564,0.195896
0.0506568144499,0.00292
0.052380952381,0.0
0.0603415047795,0.1233725
0.0746474028208,0.0698618482453
0.0884711779449,4.9228345
0.0886956521739,9.61954530971
0.0721368092692,0.0
0.0755793226381,0.156519499397
0.0651387827858,0.0
0.125438596491,0.277745542295
0.115927072583,0.448678
0.0835913312693,0.347259
0.0716403162055,0.354833
0.106554677207,0.0
0.0501145912911,0.0584935
0.0622358034123,0.0
0.0430054476308,0.321336
0.0555829228243,0.477166622112
0.071322537112,0.255518043365
0.333333333333,3.45614803464
0.141391941392,0.0
0.0809941520468,3.87716082459
0.0462820512821,0.596664793933
0.0346271236799,2.23653723722
0.0447939150992,0.1633645
0.11405985319,0.9678625
0.0939031339031,0.0
0.0726480836237,2.54792806727
0.0512077294686,6.6343885
0.0990196078431,0.0
0.0677298311445,5.7450325
0.0483073539657,0.0
0.0855072463768,0.15450226646

5-Fold RMSE:,1.96936558362,1.21071875178,3.31877068472,3.36852369264,3.36852369264
Average 5-Fold RMSE:,2.23692658055

5-Fold rsquared:,0.00560013693608,-79.1411963757,-0.106056114336,-1.22677666145,-1.22677666145
Average 5-Fold rsquared:,-16.2464450784
