voronoi_avg_betweenness_centrality,transError.std.std
0.0649559528436,0.0488762765684
0.0530579343746,0.1863275
0.0637462112276,0.101101237389
0.0650717683523,0.186017
0.0519919002253,0.009255
0.0543909260484,0.0
0.0511352348359,0.0591725
0.0510232807543,0.138424101571
0.0905225691265,7.65827
0.0503509521959,14.6652972746
0.0415603204832,0.0
0.0588473635416,0.163987254835
0.0321313931569,0.0
0.0720605736997,0.187602242848
0.137012987013,0.322411
0.0682366021076,0.2730165
0.058391423179,0.749069
0.0533682183273,0.0
0.0407834101382,0.066417
0.0472698785658,0.0
0.0512248343955,0.146625
0.0510723425654,0.721266797933
0.0494197342933,0.738109625713
0.0467709082677,3.0796217385
0.101026753682,0.0
0.072659366777,4.04790223421
0.0538211780553,0.36931376237
0.0536409255235,2.45785083592
0.055920167335,0.413958
0.0737227337282,0.845742
0.0589674081539,0.0
0.049189456212,2.57654755771
0.0454936627156,10.1506075
0.086418435933,0.0
0.0453083989501,7.315611
0.0313445517341,0.0
0.076188994946,0.795869226053

5-Fold RMSE:,3.57121724596,3.34839003587,1.46247135066,1.63877190487,1.63877190487
Average 5-Fold RMSE:,3.03643614384

5-Fold rsquared:,-63.8845996184,-0.258909351935,-0.767892530144,-2.78781371937,-2.78781371937
Average 5-Fold rsquared:,-13.5972028097
