topology_avg_katz_centrality,transError.std.std
0.177783461173,0.0488762765684
0.173718373605,0.1863275
0.225837365907,0.101101237389
0.197191271315,0.186017
0.17256521982,0.009255
0.156033511459,0.0
0.137439770012,0.0591725
0.221789361423,0.138424101571
0.213572373485,7.65827
0.194739301254,14.6652972746
0.168023315729,0.0
0.165392862514,0.163987254835
0.164520601552,0.0
0.22139266437,0.187602242848
0.226325241251,0.322411
0.222462593068,0.2730165
0.197164987585,0.749069
0.200394557396,0.0
0.159984669078,0.066417
0.162992923157,0.0
0.13687879313,0.146625
0.17493981875,0.721266797933
0.153835261752,0.738109625713
0.576851478367,3.0796217385
0.255507311148,0.0
0.217728809152,4.04790223421
0.184491558962,0.36931376237
0.140375197828,2.45785083592
0.137896297217,0.413958
0.205673933659,0.845742
0.187006207323,0.0
0.151720774244,2.57654755771
0.139000400145,10.1506075
0.23768993686,0.0
0.152012508979,7.315611
0.122273092524,0.0
0.194677300978,0.795869226053

5-Fold RMSE:,1.83137190688,6.52788350545,2.13130204306,2.58453836118,2.58453836118
Average 5-Fold RMSE:,2.97270560097

5-Fold rsquared:,-0.836039998214,-0.268565609,-0.0422818321453,-222.198747021,-222.198747021
Average 5-Fold rsquared:,-45.1457150482
