totalTime,rotError.std.std
4665.975,0.00415768868333
5137.1,0.0035425
5690.54,0.00655641073759
2714.45,0.0051905
4835.1,0.006605
4832.8,0.0
4219.35,0.0056375
5898.65,0.00514110111625
3627.9,0.4711185
3827.43333333,0.520981324519
11510.1,0.0
5241.43333333,0.00461329826576
10257.5,0.0
3827.56666667,0.00678663190888
3620.7,0.000102
4229.35,0.002803
3313.3,0.0297495
4822.6,0.0
3930.0,0.004725
3614.3,0.0
4227.2,0.003115
7469.7,0.00955488046323
5687.44,0.0452229868072
3623.2,0.265200879727
2421.2,0.0
4828.66666667,0.370361932929
7982.52,0.0440903158374
8717.62222222,0.0449257746967
6334.0,0.3296775
7562.0,0.015767
4829.8,0.0
7868.38,0.0520600178548
3315.1,0.46847
2415.4,0.0
9369.6,0.126804
4827.5,0.0
6338.1,0.00888930742522

5-Fold RMSE:,0.132052418703,0.0799965478831,0.158060510688,0.171763992112,0.171763992112
Average 5-Fold RMSE:,0.14916620191

5-Fold rsquared:,-3.30725432355,-0.548767361188,0.0580439953527,0.0503081255192,0.0503081255192
Average 5-Fold rsquared:,-0.822409025978
