topology_avg_eigenvector_centrality,transError.std.std
0.13865641287,0.0488762765684
0.141536517399,0.1863275
0.19029821377,0.101101237389
0.162656297032,0.186017
0.144827625308,0.009255
0.133171073548,0.0
0.0917543071379,0.0591725
0.187043352329,0.138424101571
0.177732551984,7.65827
0.152601241746,14.6652972746
0.125390723695,0.0
0.124928999144,0.163987254835
0.137505066747,0.0
0.176734832805,0.187602242848
0.194446635085,0.322411
0.189310947774,0.2730165
0.162006200604,0.749069
0.145353392472,0.0
0.131709467573,0.066417
0.126010953526,0.0
0.110396908215,0.146625
0.145123925159,0.721266797933
0.115000447066,0.738109625713
0.569035593729,3.0796217385
0.219330026797,0.0
0.184013731576,4.04790223421
0.160895527543,0.36931376237
0.117099210659,2.45785083592
0.112421327167,0.413958
0.177507132432,0.845742
0.137963629888,0.0
0.103876954315,2.57654755771
0.101913121764,10.1506075
0.202768108095,0.0
0.113226954911,7.315611
0.0976862702812,0.0
0.148732170502,0.795869226053

5-Fold RMSE:,1.69296661506,4.80458964095,2.73810509012,4.24496185754,4.24496185754
Average 5-Fold RMSE:,3.1965796114

5-Fold rsquared:,-2.78374791178,-0.0571193942864,-0.203584638453,-0.575893247623,-0.575893247623
Average 5-Fold rsquared:,-0.734639385102
