topology_avg_katz_centrality,transError.numSamples.mean
0.177783461173,8627.0
0.173718373605,15695.5
0.225837365907,6140.2
0.197191271315,4242.0
0.17256521982,6332.5
0.156033511459,6329.0
0.137439770012,5863.0
0.221789361423,6086.75
0.213572373485,357218.5
0.194739301254,830942.333333
0.168023315729,36389.0
0.165392862514,15490.3333333
0.164520601552,13796.0
0.22139266437,12714.3333333
0.226325241251,7331.0
0.222462593068,7723.5
0.197164987585,25949.5
0.200394557396,22338.0
0.159984669078,24431.0
0.162992923157,59670.0
0.13687879313,13573.5
0.17493981875,22022.0
0.153835261752,32607.8
0.576851478367,437301.0
0.255507311148,151082.0
0.217728809152,114100.666667
0.184491558962,35666.8
0.140375197828,122499.666667
0.137896297217,19129.5
0.205673933659,110106.5
0.187006207323,1804313.0
0.151720774244,225133.0
0.139000400145,531998.0
0.23768993686,242087.0
0.152012508979,311884.0
0.122273092524,65744.0
0.194677300978,57460.5

5-Fold RMSE:,270145.760654,160534.977597,180659.307322,644253.983366,644253.983366
Average 5-Fold RMSE:,279745.688264

5-Fold rsquared:,-0.615439613828,-0.0974961536363,-0.0965623033984,-0.200859421481,-0.200859421481
Average 5-Fold rsquared:,-0.208632915629
