roomPerimeter,rotError.mean.std
824.277775057,0.0055707192085
909.128599512,0.005774
883.283838598,0.00612134232338
602.61103687,0.005801
651.012500721,0.010443
1075.51367261,0.0
537.162909983,0.0071645
343.406315926,0.004242387086
655.096395443,0.454829
864.15979835,0.585340681631
470.629120514,0.0
551.429068269,0.00592653260066
837.315270419,0.0
846.661098224,0.00493682941438
865.683726415,0.000363
349.485622363,1e-05
900.193877884,0.0232285
688.861804167,0.0
533.159488544,0.012573
1023.76949412,0.0
501.062394277,0.0029735
1357.05101607,0.00940442351001
1113.23214774,0.0173000462265
789.405453777,0.389879276934
345.129490021,0.0
349.626511091,0.370803851292
506.227250231,0.0154836093337
623.087494685,0.0414718190067
498.214112703,0.2579585
551.960813093,0.0264565
636.640571297,0.0
787.160481335,0.0619982553142
1173.67459887,0.370025
623.395444333,0.0
1588.62791478,0.1258145
1208.95867135,0.0
1483.77049838,0.00653480410475

5-Fold RMSE:,0.185392050242,0.125962342648,0.0997478879486,0.242080441447,0.242080441447
Average 5-Fold RMSE:,0.148619051675

5-Fold rsquared:,-0.191093076096,-0.332530875214,-0.0420193286688,-0.00199039115876,-0.00199039115876
Average 5-Fold rsquared:,-0.12703300481
