voronoi_std_betweenness_centrality,rotError.std.std
0.108306665569,0.00415768868333
0.0848366529613,0.0035425
0.114004545879,0.00655641073759
0.103636622274,0.0051905
0.082138035642,0.006605
0.0855568473939,0.0
0.0952789524029,0.0056375
0.0830023467368,0.00514110111625
0.157379029906,0.4711185
0.0778880925589,0.520981324519
0.0958990178296,0.0
0.123818508682,0.00461329826576
0.064127687584,0.0
0.128144102526,0.00678663190888
0.126020319963,0.000102
0.0939366873161,0.002803
0.0872310046751,0.0297495
0.115339067677,0.0
0.0623751617214,0.004725
0.0762021693546,0.0
0.0702608079073,0.003115
0.0867796134283,0.00955488046323
0.0850149322524,0.0452229868072
0.0828370625069,0.265200879727
0.16805134529,0.0
0.138718645002,0.370361932929
0.0739055320019,0.0440903158374
0.0913729694687,0.0449257746967
0.0894050902149,0.3296775
0.134288831834,0.015767
0.1103334443,0.0
0.0770398687958,0.0520600178548
0.0862567077224,0.46847
0.151920860392,0.0
0.0746543812721,0.126804
0.0511046648544,0.0
0.140770979315,0.00888930742522

5-Fold RMSE:,0.22923468398,0.0872415212299,0.129296906215,0.184404795068,0.184404795068
Average 5-Fold RMSE:,0.15108034741

5-Fold rsquared:,-0.246124307114,-0.252195768275,-0.164655919766,-1.22604303574,-1.22604303574
Average 5-Fold rsquared:,-0.378464149275
