voronoi_std_katz_centrality,rotError.std.std
0.0631905584655,0.00415768868333
0.0658075265519,0.0035425
0.0657233059386,0.00655641073759
0.0755455798348,0.0051905
0.0641495247308,0.006605
0.066034753817,0.0
0.0575331907477,0.0056375
0.0841168072726,0.00514110111625
0.0879679595136,0.4711185
0.062966882775,0.520981324519
0.0544424123813,0.0
0.0628086114111,0.00461329826576
0.0394800592855,0.0
0.0788806200449,0.00678663190888
0.204263905889,0.000102
0.0772516261558,0.002803
0.0713808637398,0.0297495
0.0586127538334,0.0
0.0594085046862,0.004725
0.0592550204987,0.0
0.0661008951017,0.003115
0.0597913687418,0.00955488046323
0.0575400519371,0.0452229868072
0.0585913436971,0.265200879727
0.0939892490074,0.0
0.0797494568412,0.370361932929
0.0637167667236,0.0440903158374
0.048109504833,0.0449257746967
0.0598248730876,0.3296775
0.0581987476898,0.015767
0.0725973866224,0.0
0.0561712509096,0.0520600178548
0.0483911660079,0.46847
0.0968684562829,0.0
0.0624731549568,0.126804
0.0434370069683,0.0
0.0714572904211,0.00888930742522

5-Fold RMSE:,0.167421040972,0.0963666590762,0.201173599956,0.159604699283,0.159604699283
Average 5-Fold RMSE:,0.166280732463

5-Fold rsquared:,-0.28773747031,-0.022765772056,-941.087105095,-0.189648852284,-0.189648852284
Average 5-Fold rsquared:,-188.373805745
