voronoi_std_eigenvector_centrality,transError.numSamples.std
0.0621418524861,1692.08022859
0.064562611159,3411.5
0.0655147896749,2886.681652
0.0756944120562,2356.0
0.063736397957,168.5
0.0655788298353,0.0
0.0571208297746,1162.0
0.0795172592942,2768.629117
0.0863325328339,332796.5
0.0625710750276,1162326.40025
0.0539293297254,0.0
0.0623255741929,4484.43361963
0.0393741635952,0.0
0.0778171239841,4596.02468323
0.183177866246,6269.0
0.0788215763143,4659.5
0.0702204048489,23467.5
0.0583048887054,0.0
0.0585601819606,2134.0
0.0588844988291,0.0
0.0665140899304,3793.5
0.0595416486538,25849.7467299
0.0570370754118,27505.3824798
0.0583229555488,164604.661684
0.092355006202,0.0
0.0794001997108,116037.005748
0.0633224148962,15605.2559274
0.0480134270942,231363.029035
0.0594842394656,8298.5
0.057696329759,59179.5
0.0701124270704,0.0
0.0559140808964,358042.389847
0.0480981747221,489724.0
0.095602752891,0.0
0.061688422116,274071.0
0.0433166383751,0.0
0.0718074587629,56789.5485037

5-Fold RMSE:,150968.26363,108042.586554,460617.751519,99559.7739402,99559.7739402
Average 5-Fold RMSE:,186445.591952

5-Fold rsquared:,-0.209589068944,-0.00352126246561,-0.138524976661,-1.80929949272,-1.80929949272
Average 5-Fold rsquared:,-0.720037341345
