voronoi_avg_katz_centrality,transError.mean.std
0.00263691501963,0.0268714999802
0.00414675006167,0.08188
0.00687453878969,0.0386996817124
0.0132370052728,0.195896
0.000254586441506,0.00292
0.00249469745735,0.0
0.00349157537483,0.1233725
0.00819877290375,0.0698618482453
0.00368457372095,4.9228345
0.00593057110261,9.61954530971
0.00183923477374,0.0
0.00276541182543,0.156519499397
0.00195573996648,0.0
0.00819487385135,0.277745542295
0.061080293104,0.448678
0.021034321157,0.347259
0.00770788343339,0.354833
0.000985497287792,0.0
0.00541741932639,0.0584935
0.00473407332978,0.0
0.0107227141849,0.321336
0.00470260844059,0.477166622112
0.00337661950533,0.255518043365
0.00522130790338,3.45614803464
0.00394697265736,0.0
0.0115555452936,3.87716082459
0.00620759969978,0.596664793933
0.00237931914125,2.23653723722
0.00425521588337,0.1633645
0.00165416922011,0.9678625
0.00454144763295,0.0
0.00305737359108,2.54792806727
0.000464141250352,6.6343885
0.0118453240216,0.0
0.00183164127162,5.7450325
0.000137398924846,0.0
0.0125305043955,0.15450226646

5-Fold RMSE:,1.8173637078,3.14595520787,1.87386888013,2.48539347375,2.48539347375
Average 5-Fold RMSE:,2.09910250005

5-Fold rsquared:,-0.233713881936,-0.129369389224,-0.368372359101,-1.21669278806,-1.21669278806
Average 5-Fold rsquared:,-7.02236747582
