topology_std_closeness_centrality,rotError.numSamples.mean
0.0665544387217,8627.0
0.0555799197274,15695.5
0.0757339072829,6140.2
0.0790551718017,4242.0
0.0775007939585,6332.5
0.0606107891583,6329.0
0.0526834428243,5863.0
0.101375536596,6086.75
0.0747329471831,357218.5
0.0751243143765,830942.333333
0.0639585892462,36389.0
0.0600455297118,15490.3333333
0.0598415157943,13796.0
0.0714943970357,12714.3333333
0.0699051405756,7331.0
0.0853782568654,7723.5
0.0806190931631,25949.5
0.0670242256695,22338.0
0.0707140975918,24431.0
0.068198206604,59670.0
0.0624073878507,13573.5
0.072643836412,22022.0
0.0530174475837,32607.8
0.157134840264,437301.0
0.0765484380217,151082.0
0.0845009452369,114100.666667
0.0945135561085,35666.8
0.0673104249139,122499.666667
0.0588838687402,19129.5
0.0537675872802,110106.5
0.0701235418297,1804313.0
0.0403607033676,225133.0
0.0633289348438,531998.0
0.0834404573371,242087.0
0.0565394436277,311884.0
0.0408820498034,65744.0
0.0745594040261,57460.5

5-Fold RMSE:,613360.933179,191263.177782,147884.477134,276509.896056,276509.896056
Average 5-Fold RMSE:,274951.411133

5-Fold rsquared:,-4.70758383324,-1.84977927577,0.0278237862589,-0.375671350826,-0.375671350826
Average 5-Fold rsquared:,-1.51886507556
