avgRoomPerimeter,rotError.std.std
707.007128463,0.00415768868333
758.966768091,0.0035425
2161.19207626,0.00655641073759
630.451496107,0.0051905
470.90808455,0.006605
844.944967104,0.0
120.176589697,0.0056375
294.819744545,0.00514110111625
973.132170798,0.4711185
1194.83545134,0.520981324519
191.601876363,0.0
248.223687618,0.00461329826576
112.337263592,0.0
1792.08753811,0.00678663190888
2075.92330798,0.000102
252.355785617,0.002803
1406.85593365,0.0297495
759.248936383,0.0
219.335679185,0.004725
855.595083334,0.0
108.968542951,0.003115
1503.33670222,0.00955488046323
774.553634232,0.0452229868072
539.066583437,0.265200879727
529.397177254,0.0
252.559291854,0.370361932929
379.091758694,0.0440903158374
191.722481992,0.0449257746967
99.2869208384,0.3296775
575.918221531,0.015767
555.98246505,0.0
351.259423682,0.0520600178548
650.998139899,0.46847
1344.71238759,0.0
1364.92084998,0.126804
345.9363477,0.0
3522.51982697,0.00888930742522

5-Fold RMSE:,0.165107008685,0.11260738032,0.0847297787486,0.159496850946,0.159496850946
Average 5-Fold RMSE:,0.147748545355

5-Fold rsquared:,-0.0131768259438,-0.0892736473739,-0.472799561715,-3.18725577762,-3.18725577762
Average 5-Fold rsquared:,-0.792081542076
