topology_avg_closeness_centrality,rotError.mean.mean
0.321027376431,0.033056
0.307063318781,0.022922
0.3736125688,0.0119034
0.408935571873,0.024416
0.424645653444,0.022984
0.361359086553,0.026014
0.275527456151,0.0385815
0.458570826992,0.01411725
0.384808883271,0.508538
0.345619064651,0.427206333333
0.31302022507,0.027683
0.297037369872,0.021869
0.327739729602,0.025594
0.320985703109,0.011314
0.348572411089,0.005875
0.4281060583,0.008499
0.401704629629,0.0364685
0.312405095581,0.013377
0.387862468291,0.025206
0.33979368597,0.098742
0.350927942074,0.0188725
0.401346505261,0.0217106666667
0.278481518716,0.0356654
0.777777777778,0.710121333333
0.36624766393,0.617859
0.41996024624,0.347246
0.488065475429,0.037768
0.42200643551,0.0542597777778
0.341150943476,0.2879235
0.302416892695,0.0488165
0.315127997702,0.811734
0.261732493222,0.061975
0.320506146099,0.422134
0.415539839586,0.415324
0.284488279077,0.1402775
0.259287867843,0.058548
0.352171322103,0.02715275

5-Fold RMSE:,0.291202916336,0.289530620645,0.193332580208,0.139451189009,0.139451189009
Average 5-Fold RMSE:,0.221325589062

5-Fold rsquared:,-0.0651197177259,-0.020852124253,0.294723666061,-0.228447163828,-0.228447163828
Average 5-Fold rsquared:,-0.0721433901589
