avgRoomArea,rotError.mean.std
1770.82512649,0.0055707192085
1693.17206751,0.005774
16879.3303371,0.00612134232338
2060.46065176,0.005801
654.353986368,0.010443
2100.80696472,0.0
42.0407507992,0.0071645
159.178043584,0.004242387086
2951.87623731,0.454829
6566.39327632,0.585340681631
117.729480802,0.0
202.653527556,0.00592653260066
37.5123784326,0.0
7841.40851591,0.00493682941438
17362.1361915,0.000363
151.362690548,1e-05
5620.85672307,0.0232285
1963.40434773,0.0
114.824991211,0.012573
1997.3848037,0.0
34.881097464,0.0029735
5426.47434551,0.00940442351001
2722.63884182,0.0173000462265
1733.7689016,0.389879276934
1048.19797,0.0
159.188760688,0.370803851292
301.946595142,0.0154836093337
99.3657311669,0.0414718190067
35.6467956188,0.2579585
1289.36416825,0.0264565
1209.03521613,0.0
363.343164941,0.0619982553142
943.370778453,0.370025
5552.49887159,0.0
7977.65771283,0.1258145
469.164697244,0.0
49524.5924242,0.00653480410475

5-Fold RMSE:,0.0890487965614,0.219426431854,0.174222277592,0.0879356205165,0.0879356205165
Average 5-Fold RMSE:,0.148515975207

5-Fold rsquared:,-272.733451635,-0.154113576633,-0.039034287692,-0.0883915702685,-0.0883915702685
Average 5-Fold rsquared:,-54.6114614115
