voronoi_avg_betweenness_centrality,rotError.std.std
0.0649559528436,0.00415768868333
0.0530579343746,0.0035425
0.0637462112276,0.00655641073759
0.0650717683523,0.0051905
0.0519919002253,0.006605
0.0543909260484,0.0
0.0511352348359,0.0056375
0.0510232807543,0.00514110111625
0.0905225691265,0.4711185
0.0503509521959,0.520981324519
0.0415603204832,0.0
0.0588473635416,0.00461329826576
0.0321313931569,0.0
0.0720605736997,0.00678663190888
0.137012987013,0.000102
0.0682366021076,0.002803
0.058391423179,0.0297495
0.0533682183273,0.0
0.0407834101382,0.004725
0.0472698785658,0.0
0.0512248343955,0.003115
0.0510723425654,0.00955488046323
0.0494197342933,0.0452229868072
0.0467709082677,0.265200879727
0.101026753682,0.0
0.072659366777,0.370361932929
0.0538211780553,0.0440903158374
0.0536409255235,0.0449257746967
0.055920167335,0.3296775
0.0737227337282,0.015767
0.0589674081539,0.0
0.049189456212,0.0520600178548
0.0454936627156,0.46847
0.086418435933,0.0
0.0453083989501,0.126804
0.0313445517341,0.0
0.076188994946,0.00888930742522

5-Fold RMSE:,0.203840499098,0.186054026537,0.130048428581,0.170389829739,0.170389829739
Average 5-Fold RMSE:,0.154302512633

5-Fold rsquared:,-0.173278614841,-0.0840812814963,-0.0145325343403,-0.296234566906,-0.296234566906
Average 5-Fold rsquared:,-0.137203417468
