topology_avg_shortest_path_length,transError.std.std
3.25057471264,0.0488762765684
3.36088709677,0.1863275
2.76608187135,0.101101237389
2.52536231884,0.186017
2.4183908046,0.009255
2.83333333333,0.0
3.77570921986,0.0591725
2.26900584795,0.138424101571
2.68095238095,7.65827
3.04,14.6652972746
3.30837789661,0.0
3.49411764706,0.163987254835
3.14957983193,0.0
3.25789473684,0.187602242848
2.97076023392,0.322411
2.42105263158,0.2730165
2.57608695652,0.749069
3.34420289855,0.0
2.65378151261,0.066417
3.05378151261,0.0
2.93524514339,0.146625
2.55632183908,0.721266797933
3.71025641026,0.738109625713
1.33333333333,3.0796217385
2.8380952381,0.0
2.45789473684,4.04790223421
2.11076923077,0.36931376237
2.41971207087,2.45785083592
3.01572617946,0.413958
3.395256917,0.845742
3.34757834758,0.0
3.90592334495,2.57654755771
3.25314009662,10.1506075
2.48529411765,0.0
3.64146341463,7.315611
3.94674859191,0.0
2.96666666667,0.795869226053

5-Fold RMSE:,4.948862437,2.62797582141,1.418647725,1.69295835776,1.69295835776
Average 5-Fold RMSE:,2.99120666631

5-Fold rsquared:,-62.5258714112,-0.284819181861,-0.195046537224,-0.0256173728351,-0.0256173728351
Average 5-Fold rsquared:,-12.6522558431
