topology_std_katz_centrality,transError.std.mean
0.0415496602463,0.79363175
0.0327402912611,0.9712675
0.040361653923,0.660006
0.052747219677,0.553814
0.0596202838132,0.679647
0.0517742245605,0.695845
0.0440867661807,0.6465805
0.0586605327873,0.64506525
0.0447871510946,8.99611
0.0455697766838,11.1858156667
0.0343501102959,4.032134
0.0348802179017,0.868578333333
0.0387865986683,0.980527
0.0313893001367,0.931125666667
0.0375295099882,0.68123
0.0560533106338,0.7183785
0.0528453814189,1.188382
0.0388418335422,1.285796
0.0545557900803,1.247364
0.0447742735529,2.102963
0.0504062668326,1.003049
0.0522435943348,1.010814
0.0365337137694,1.3055026
0.0239938583583,13.7854806667
0.0371844136274,8.904198
0.0509329526464,5.65513066667
0.0665161870029,1.8947556
0.0595870605781,2.71848344444
0.047552149884,1.921542
0.0343000566012,2.705434
0.0454501425725,28.104709
0.0281128168704,2.8970098
0.049173358584,11.9478155
0.0482392301694,4.520748
0.0358111856313,9.020481
0.0303695030845,2.112467
0.0458339228496,1.77265025

5-Fold RMSE:,3.64243090436,2.99861559702,10.6906521304,3.50736966301,3.50736966301
Average 5-Fold RMSE:,5.04007252721

5-Fold rsquared:,-0.100398250826,-4.07950025874,-0.00685678335922,-11.5621935358,-11.5621935358
Average 5-Fold rsquared:,-3.17295953777
