topology_avg_katz_centrality,rotError.std.std
0.177783461173,0.00415768868333
0.173718373605,0.0035425
0.225837365907,0.00655641073759
0.197191271315,0.0051905
0.17256521982,0.006605
0.156033511459,0.0
0.137439770012,0.0056375
0.221789361423,0.00514110111625
0.213572373485,0.4711185
0.194739301254,0.520981324519
0.168023315729,0.0
0.165392862514,0.00461329826576
0.164520601552,0.0
0.22139266437,0.00678663190888
0.226325241251,0.000102
0.222462593068,0.002803
0.197164987585,0.0297495
0.200394557396,0.0
0.159984669078,0.004725
0.162992923157,0.0
0.13687879313,0.003115
0.17493981875,0.00955488046323
0.153835261752,0.0452229868072
0.576851478367,0.265200879727
0.255507311148,0.0
0.217728809152,0.370361932929
0.184491558962,0.0440903158374
0.140375197828,0.0449257746967
0.137896297217,0.3296775
0.205673933659,0.015767
0.187006207323,0.0
0.151720774244,0.0520600178548
0.139000400145,0.46847
0.23768993686,0.0
0.152012508979,0.126804
0.122273092524,0.0
0.194677300978,0.00888930742522

5-Fold RMSE:,0.171934325496,0.257354524897,0.157034143105,0.0736985121816,0.0736985121816
Average 5-Fold RMSE:,0.149339150895

5-Fold rsquared:,0.0267241513967,-0.153566050218,-0.181301244588,-0.10770355383,-0.10770355383
Average 5-Fold rsquared:,-0.125605867455
