topology_std_closeness_centrality,transError.std.mean
0.0665544387217,0.79363175
0.0555799197274,0.9712675
0.0757339072829,0.660006
0.0790551718017,0.553814
0.0775007939585,0.679647
0.0606107891583,0.695845
0.0526834428243,0.6465805
0.101375536596,0.64506525
0.0747329471831,8.99611
0.0751243143765,11.1858156667
0.0639585892462,4.032134
0.0600455297118,0.868578333333
0.0598415157943,0.980527
0.0714943970357,0.931125666667
0.0699051405756,0.68123
0.0853782568654,0.7183785
0.0806190931631,1.188382
0.0670242256695,1.285796
0.0707140975918,1.247364
0.068198206604,2.102963
0.0624073878507,1.003049
0.072643836412,1.010814
0.0530174475837,1.3055026
0.157134840264,13.7854806667
0.0765484380217,8.904198
0.0845009452369,5.65513066667
0.0945135561085,1.8947556
0.0673104249139,2.71848344444
0.0588838687402,1.921542
0.0537675872802,2.705434
0.0701235418297,28.104709
0.0403607033676,2.8970098
0.0633289348438,11.9478155
0.0834404573371,4.520748
0.0565394436277,9.020481
0.0408820498034,2.112467
0.0745594040261,1.77265025

5-Fold RMSE:,9.67580832902,4.23534062809,3.91948659405,3.30272351922,3.30272351922
Average 5-Fold RMSE:,4.78026942227

5-Fold rsquared:,-0.293859218978,0.034479272422,0.092139984769,-0.0670989924064,-0.0670989924064
Average 5-Fold rsquared:,-0.0325947340957
