topology_avg_closeness_centrality,transError.std.std
0.321027376431,0.0488762765684
0.307063318781,0.1863275
0.3736125688,0.101101237389
0.408935571873,0.186017
0.424645653444,0.009255
0.361359086553,0.0
0.275527456151,0.0591725
0.458570826992,0.138424101571
0.384808883271,7.65827
0.345619064651,14.6652972746
0.31302022507,0.0
0.297037369872,0.163987254835
0.327739729602,0.0
0.320985703109,0.187602242848
0.348572411089,0.322411
0.4281060583,0.2730165
0.401704629629,0.749069
0.312405095581,0.0
0.387862468291,0.066417
0.33979368597,0.0
0.350927942074,0.146625
0.401346505261,0.721266797933
0.278481518716,0.738109625713
0.777777777778,3.0796217385
0.36624766393,0.0
0.41996024624,4.04790223421
0.488065475429,0.36931376237
0.42200643551,2.45785083592
0.341150943476,0.413958
0.302416892695,0.845742
0.315127997702,0.0
0.261732493222,2.57654755771
0.320506146099,10.1506075
0.415539839586,0.0
0.284488279077,7.315611
0.259287867843,0.0
0.352171322103,0.795869226053

5-Fold RMSE:,4.82303358561,2.52686442211,3.54241350796,2.80171293571,2.80171293571
Average 5-Fold RMSE:,3.05294945224

5-Fold rsquared:,-0.0611415058669,-4.22946633072,-0.0250454250539,-1.92766647287,-1.92766647287
Average 5-Fold rsquared:,-1.26755096427
