voronoi_std_betweenness_centrality,rotError.mean.std
0.108306665569,0.0055707192085
0.0848366529613,0.005774
0.114004545879,0.00612134232338
0.103636622274,0.005801
0.082138035642,0.010443
0.0855568473939,0.0
0.0952789524029,0.0071645
0.0830023467368,0.004242387086
0.157379029906,0.454829
0.0778880925589,0.585340681631
0.0958990178296,0.0
0.123818508682,0.00592653260066
0.064127687584,0.0
0.128144102526,0.00493682941438
0.126020319963,0.000363
0.0939366873161,1e-05
0.0872310046751,0.0232285
0.115339067677,0.0
0.0623751617214,0.012573
0.0762021693546,0.0
0.0702608079073,0.0029735
0.0867796134283,0.00940442351001
0.0850149322524,0.0173000462265
0.0828370625069,0.389879276934
0.16805134529,0.0
0.138718645002,0.370803851292
0.0739055320019,0.0154836093337
0.0913729694687,0.0414718190067
0.0894050902149,0.2579585
0.134288831834,0.0264565
0.1103334443,0.0
0.0770398687958,0.0619982553142
0.0862567077224,0.370025
0.151920860392,0.0
0.0746543812721,0.1258145
0.0511046648544,0.0
0.140770979315,0.00653480410475

5-Fold RMSE:,0.127647482109,0.080214637363,0.26657467778,0.107946261458,0.107946261458
Average 5-Fold RMSE:,0.150840127184

5-Fold rsquared:,-0.239722141069,-0.182563558753,-0.093089789977,-0.0632862566873,-0.0632862566873
Average 5-Fold rsquared:,-60.6606578513
