voronoi_avg_katz_centrality,transError.std.std
0.00263691501963,0.0488762765684
0.00414675006167,0.1863275
0.00687453878969,0.101101237389
0.0132370052728,0.186017
0.000254586441506,0.009255
0.00249469745735,0.0
0.00349157537483,0.0591725
0.00819877290375,0.138424101571
0.00368457372095,7.65827
0.00593057110261,14.6652972746
0.00183923477374,0.0
0.00276541182543,0.163987254835
0.00195573996648,0.0
0.00819487385135,0.187602242848
0.061080293104,0.322411
0.021034321157,0.2730165
0.00770788343339,0.749069
0.000985497287792,0.0
0.00541741932639,0.066417
0.00473407332978,0.0
0.0107227141849,0.146625
0.00470260844059,0.721266797933
0.00337661950533,0.738109625713
0.00522130790338,3.0796217385
0.00394697265736,0.0
0.0115555452936,4.04790223421
0.00620759969978,0.36931376237
0.00237931914125,2.45785083592
0.00425521588337,0.413958
0.00165416922011,0.845742
0.00454144763295,0.0
0.00305737359108,2.57654755771
0.000464141250352,10.1506075
0.0118453240216,0.0
0.00183164127162,7.315611
0.000137398924846,0.0
0.0125305043955,0.795869226053

5-Fold RMSE:,1.73715458784,5.26535677268,2.99572290553,3.62127400011,3.62127400011
Average 5-Fold RMSE:,3.06287002095

5-Fold rsquared:,-0.219331397982,-0.0265468034838,-0.29500955315,-0.0198180314279,-0.0198180314279
Average 5-Fold rsquared:,-70.1996892662
