topology_avg_betweenness_centrality,transError.std.mean
0.0803776683087,0.79363175
0.0786962365591,0.9712675
0.103887168903,0.660006
0.0693346508564,0.553814
0.0506568144499,0.679647
0.052380952381,0.695845
0.0603415047795,0.6465805
0.0746474028208,0.64506525
0.0884711779449,8.99611
0.0886956521739,11.1858156667
0.0721368092692,4.032134
0.0755793226381,0.868578333333
0.0651387827858,0.980527
0.125438596491,0.931125666667
0.115927072583,0.68123
0.0835913312693,0.7183785
0.0716403162055,1.188382
0.106554677207,1.285796
0.0501145912911,1.247364
0.0622358034123,2.102963
0.0430054476308,1.003049
0.0555829228243,1.010814
0.071322537112,1.3055026
0.333333333333,13.7854806667
0.141391941392,8.904198
0.0809941520468,5.65513066667
0.0462820512821,1.8947556
0.0346271236799,2.71848344444
0.0447939150992,1.921542
0.11405985319,2.705434
0.0939031339031,28.104709
0.0726480836237,2.8970098
0.0512077294686,11.9478155
0.0990196078431,4.520748
0.0677298311445,9.020481
0.0483073539657,2.112467
0.0855072463768,1.77265025

5-Fold RMSE:,4.27536571815,2.71353368648,3.54341497537,10.050451408,10.050451408
Average 5-Fold RMSE:,4.64410117976

5-Fold rsquared:,-0.507036587054,-0.0937674759609,-1.0997862126,0.0123329054471,0.0123329054471
Average 5-Fold rsquared:,-0.38547154776
