topology_std_closeness_centrality,rotError.std.std
0.0665544387217,0.00415768868333
0.0555799197274,0.0035425
0.0757339072829,0.00655641073759
0.0790551718017,0.0051905
0.0775007939585,0.006605
0.0606107891583,0.0
0.0526834428243,0.0056375
0.101375536596,0.00514110111625
0.0747329471831,0.4711185
0.0751243143765,0.520981324519
0.0639585892462,0.0
0.0600455297118,0.00461329826576
0.0598415157943,0.0
0.0714943970357,0.00678663190888
0.0699051405756,0.000102
0.0853782568654,0.002803
0.0806190931631,0.0297495
0.0670242256695,0.0
0.0707140975918,0.004725
0.068198206604,0.0
0.0624073878507,0.003115
0.072643836412,0.00955488046323
0.0530174475837,0.0452229868072
0.157134840264,0.265200879727
0.0765484380217,0.0
0.0845009452369,0.370361932929
0.0945135561085,0.0440903158374
0.0673104249139,0.0449257746967
0.0588838687402,0.3296775
0.0537675872802,0.015767
0.0701235418297,0.0
0.0403607033676,0.0520600178548
0.0633289348438,0.46847
0.0834404573371,0.0
0.0565394436277,0.126804
0.0408820498034,0.0
0.0745594040261,0.00888930742522

5-Fold RMSE:,0.185218278208,0.0725787040422,0.175629657855,0.0689279985306,0.0689279985306
Average 5-Fold RMSE:,0.139945989927

5-Fold rsquared:,-0.0577521161468,-0.201846987542,-0.163190456052,0.0344954818133,0.0344954818133
Average 5-Fold rsquared:,-0.0917157364552
