roomPerimeter,transError.std.std
824.277775057,0.0488762765684
909.128599512,0.1863275
883.283838598,0.101101237389
602.61103687,0.186017
651.012500721,0.009255
1075.51367261,0.0
537.162909983,0.0591725
343.406315926,0.138424101571
655.096395443,7.65827
864.15979835,14.6652972746
470.629120514,0.0
551.429068269,0.163987254835
837.315270419,0.0
846.661098224,0.187602242848
865.683726415,0.322411
349.485622363,0.2730165
900.193877884,0.749069
688.861804167,0.0
533.159488544,0.066417
1023.76949412,0.0
501.062394277,0.146625
1357.05101607,0.721266797933
1113.23214774,0.738109625713
789.405453777,3.0796217385
345.129490021,0.0
349.626511091,4.04790223421
506.227250231,0.36931376237
623.087494685,2.45785083592
498.214112703,0.413958
551.960813093,0.845742
636.640571297,0.0
787.160481335,2.57654755771
1173.67459887,10.1506075
623.395444333,0.0
1588.62791478,7.315611
1208.95867135,0.0
1483.77049838,0.795869226053

5-Fold RMSE:,3.37155779558,2.40607506216,1.01326654807,6.14029561214,6.14029561214
Average 5-Fold RMSE:,2.91912016198

5-Fold rsquared:,0.093961235362,-0.174102481259,-1.48658877854,-3.426645463,-3.426645463
Average 5-Fold rsquared:,-9.83468117234
