topology_density,transError.std.std
0.0827586206897,0.0488762765684
0.070564516129,0.1863275
0.111111111111,0.101101237389
0.0905797101449,0.186017
0.0804597701149,0.009255
0.0585585585586,0.0
0.0505319148936,0.0591725
0.105263157895,0.138424101571
0.109523809524,7.65827
0.0866666666667,14.6652972746
0.0659536541889,0.0
0.0621848739496,0.163987254835
0.090756302521,0.0
0.105263157895,0.187602242848
0.105263157895,0.322411
0.122807017544,0.2730165
0.0978260869565,0.749069
0.0942028985507,0.0
0.0773109243697,0.066417
0.0655462184874,0.0
0.0582793709528,0.146625
0.0689655172414,0.721266797933
0.0641025641026,0.738109625713
0.666666666667,3.0796217385
0.133333333333,0.0
0.1,4.04790223421
0.0984615384615,0.36931376237
0.0542635658915,2.45785083592
0.0619796484736,0.413958
0.0909090909091,0.845742
0.0826210826211,0.0
0.0592334494774,2.57654755771
0.0550724637681,10.1506075
0.117647058824,0.0
0.0585365853659,7.315611
0.0460829493088,0.0
0.08,0.795869226053

5-Fold RMSE:,5.96338020655,1.70985825105,1.75468485505,3.799409996,3.799409996
Average 5-Fold RMSE:,2.92674600342

5-Fold rsquared:,-0.236454715397,-230.474245065,-0.0185918990585,-0.680731319195,-0.680731319195
Average 5-Fold rsquared:,-46.3246612145
