predictedFeature, predictor, avg 5-fold RMSE, avg 5-fold r^2 
rotError.mean.mean,voronoi_traversal_distance;voronoi_std_katz_centrality;voronoi_density;voronoi_std_eigenvector_centrality,0.0037579543942553644,0.7719140417621807
rotError.mean.std,voronoi_density;avgRoomPerimeter;voronoi_avg_eigenvector_centrality;voronoi_avg_closeness_centrality;wallRatio;topology_std_eigenvector_centrality;avgRoomArea,0.001791093390805993,-0.1324000504748725
rotError.numSamples.mean,voronoi_traversal_distance;roomPerimeter;area;voronoi_numBifurcationPoints;voronoi_edges,7927.072168887174,0.759532822744353
rotError.numSamples.std,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_diameter;voronoi_density;area;avgRoomPerimeter;voronoi_numBifurcationPoints;voronoi_avg_eigenvector_centrality;perimeter;voronoi_std_eigenvector_centrality;avgRoomArea;voronoi_avg_shortest_path_length;voronoi_edges;voronoi_radius;voronoi_traversal_rotation,1681.073550067826,0.7511595068913083
rotError.std.mean,voronoi_traversal_distance;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_density;area;voronoi_avg_eigenvector_centrality;voronoi_std_eigenvector_centrality,0.003737671361970537,0.6944110732380355
rotError.std.std,voronoi_traversal_distance;voronoi_avg_eigenvector_centrality;wallRatio,0.0016002812054778845,-0.03370486838901891
transError.mean.mean,voronoi_traversal_distance;voronoi_std_katz_centrality;voronoi_numBifurcationPoints;voronoi_std_eigenvector_centrality;voronoi_edges,0.12365695454201711,0.868575153414383
transError.mean.std,voronoi_traversal_distance;voronoi_traversal_rotation,0.012214496904443099,0.7452565940991407
transError.numSamples.mean,voronoi_traversal_distance;roomPerimeter;area;voronoi_numBifurcationPoints;voronoi_edges,7123.491647734326,0.7385999455214558
transError.numSamples.std,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_diameter;voronoi_density;area;avgRoomPerimeter;voronoi_numBifurcationPoints;voronoi_avg_eigenvector_centrality;voronoi_avg_closeness_centrality;perimeter;voronoi_std_eigenvector_centrality;avgRoomArea;voronoi_avg_shortest_path_length;voronoi_edges;voronoi_radius;voronoi_traversal_rotation,1675.5773931838903,0.7441009108841377
transError.std.mean,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_diameter;voronoi_density;topology_density;area;numRooms;voronoi_numBifurcationPoints;voronoi_avg_eigenvector_centrality;voronoi_avg_closeness_centrality;perimeter;voronoi_std_eigenvector_centrality;avgRoomArea;voronoi_avg_shortest_path_length;voronoi_edges;topology_avg_katz_centrality;voronoi_std_betweenness_centrality;topology_avg_eigenvector_centrality;voronoi_radius;voronoi_traversal_rotation,0.21622470199271268,0.7067424345446816
transError.std.std,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_diameter;voronoi_density;area;voronoi_numBifurcationPoints;voronoi_avg_eigenvector_centrality;perimeter;voronoi_std_eigenvector_centrality;voronoi_avg_shortest_path_length;voronoi_edges;voronoi_radius;voronoi_traversal_rotation,0.022403958424507507,0.7167645995725505
