predictedFeature, predictor, avg 5-fold RMSE, avg 5-fold r^2 
rotError.mean.mean,voronoi_traversal_distance,0.00238543206669,-0.230769013714
rotError.mean.mean,topology_diameter,0.00249822327084,-0.0462825291183
rotError.mean.mean,voronoi_numTerminalPoints,0.00219022225822,0.236209125645
rotError.mean.mean,voronoi_nodes,0.00214247747512,0.149105258108
rotError.mean.mean,topology_edges,0.00221427118991,-0.362964872338
rotError.mean.mean,topology_avg_shortest_path_length,0.00247970514857,-0.22083259802
rotError.mean.mean,voronoi_std_eigenvector_centrality,0.00225375787945,0.0760121393854
rotError.mean.mean,voronoi_avg_betweenness_centrality,0.00223038433793,0.120725866306
rotError.mean.mean,roomPerimeter,0.00255317690222,-0.129246877911
rotError.mean.mean,voronoi_std_katz_centrality,0.00224782048395,0.0971735380078
rotError.mean.mean,entropy,0.00242758714607,-0.315459344904
rotError.mean.mean,voronoi_diameter,0.00230051039724,0.0588550524946
rotError.mean.mean,topology_std_betweenness_centrality,0.00248998169183,-0.0691575319924
rotError.mean.mean,voronoi_density,0.00263795667771,-0.427546971537
rotError.mean.mean,topology_density,0.00335373488283,-1.11488207437
rotError.mean.mean,topology_numBifurcationPoints,0.00242488844476,-0.0549274694332
rotError.mean.mean,area,0.00256461870377,-0.246896413504
rotError.mean.mean,numRooms,0.00215200497222,0.0854377289956
rotError.mean.mean,avgRoomPerimeter,0.00247350139951,-0.022824886621
rotError.mean.mean,topology_radius,0.00255289429487,-0.110481955121
rotError.mean.mean,voronoi_numBifurcationPoints,0.00219777640915,0.0789051097032
rotError.mean.mean,voronoi_avg_eigenvector_centrality,0.00254670802319,-0.70765600177
rotError.mean.mean,voronoi_avg_closeness_centrality,0.0023023322472,0.0775373411166
rotError.mean.mean,topology_avg_closeness_centrality,0.00249416685677,-0.0892537090332
rotError.mean.mean,voronoi_edges,0.0022176040545,0.164780447285
rotError.mean.mean,avgRoomWallRatio,0.00251307059747,-0.042340861228
rotError.mean.mean,perimeter,0.0025978059671,-0.0419205486157
rotError.mean.mean,topology_nodes,0.00220311964841,0.20440352173
rotError.mean.mean,topology_std_closeness_centrality,0.00254402774017,-0.00962853265519
rotError.mean.mean,wallRatio,0.00251520045869,-0.111503417676
rotError.mean.mean,voronoi_avg_katz_centrality,0.00244483915285,-0.0639652489904
rotError.mean.mean,avgRoomArea,0.00267954778823,-0.270540483962
rotError.mean.mean,topology_avg_betweenness_centrality,0.00254334679978,-0.0784559605112
rotError.mean.mean,topology_std_katz_centrality,0.00250417717657,-0.303569485706
rotError.mean.mean,voronoi_avg_shortest_path_length,0.00232889673917,0.053004985308
rotError.mean.mean,voronoi_std_closeness_centrality,0.00223943488087,-0.0112576409822
rotError.mean.mean,voronoi_radius,0.00238906290312,0.101304516765
rotError.mean.mean,topology_avg_katz_centrality,0.00255821119627,-0.318006454099
rotError.mean.mean,voronoi_std_betweenness_centrality,0.0022974132675,0.127983830637
rotError.mean.mean,topology_avg_eigenvector_centrality,0.00271056190754,-0.740051809374
rotError.mean.mean,topology_std_eigenvector_centrality,0.00222920104975,0.0957996399521
rotError.mean.mean,voronoi_traversal_rotation,0.00214460550093,0.108289060639
rotError.mean.std,voronoi_traversal_distance,0.00139362156131,-0.305164256111
rotError.mean.std,topology_diameter,0.00137803429935,-0.16621821781
rotError.mean.std,voronoi_numTerminalPoints,0.00129375886857,0.0659115235653
rotError.mean.std,voronoi_nodes,0.00132597002502,0.0696014861401
rotError.mean.std,topology_edges,0.00135797697768,0.00624872804893
rotError.mean.std,topology_avg_shortest_path_length,0.00143278422787,-0.133452400187
rotError.mean.std,voronoi_std_eigenvector_centrality,0.00129986807086,0.0823987438814
rotError.mean.std,voronoi_avg_betweenness_centrality,0.00128739872669,-0.0330207743175
rotError.mean.std,roomPerimeter,0.00140980806143,-0.0353363344816
rotError.mean.std,voronoi_std_katz_centrality,0.00124794875365,-0.115254516319
rotError.mean.std,entropy,0.00142502693157,-0.129843392924
rotError.mean.std,voronoi_diameter,0.00139886736699,-0.100359659457
rotError.mean.std,topology_std_betweenness_centrality,0.00154140397045,-0.596412220737
rotError.mean.std,voronoi_density,0.00151520370972,-0.195102479759
rotError.mean.std,topology_density,0.00165532380524,-1.05491708446
rotError.mean.std,topology_numBifurcationPoints,0.00135728795198,-0.253821623803
rotError.mean.std,area,0.00139777657794,-0.255541308965
rotError.mean.std,numRooms,0.0013331639279,0.00135628180183
rotError.mean.std,avgRoomPerimeter,0.00139205338596,-0.013664185912
rotError.mean.std,topology_radius,0.00140568087933,-0.125943281652
rotError.mean.std,voronoi_numBifurcationPoints,0.00134509582232,-0.0506730208857
rotError.mean.std,voronoi_avg_eigenvector_centrality,0.00137681386235,-0.0219330477005
rotError.mean.std,voronoi_avg_closeness_centrality,0.00136741007209,0.0380128099883
rotError.mean.std,topology_avg_closeness_centrality,0.0014161209361,-0.12097376792
rotError.mean.std,voronoi_edges,0.00132074198352,0.0623847616154
rotError.mean.std,avgRoomWallRatio,0.0013652730155,0.0111794320185
rotError.mean.std,perimeter,0.00137338589686,-0.055459710536
rotError.mean.std,topology_nodes,0.00134060737747,-0.126955917616
rotError.mean.std,topology_std_closeness_centrality,0.00141928155164,-0.30588856829
rotError.mean.std,wallRatio,0.0014030303891,-0.0198112072906
rotError.mean.std,voronoi_avg_katz_centrality,0.00136911390141,-0.0550846415138
rotError.mean.std,avgRoomArea,0.00146769568809,-0.291668840016
