roomPerimeter,transError.mean.mean
1588.62791478,0.507673043478
1351.09384402,0.347489733333
458.622966465,0.178033842105
125.926169628,0.111519571429
302.601396954,0.135674892857
501.062394277,0.567853258065
1837.42341771,0.483538
688.861804167,0.364766782609
662.793955846,0.266804521739
345.129490021,0.136014027027
456.293929549,0.1602634
315.925559425,0.11330008
243.357074819,0.120517266667
409.663330218,0.168592444444
203.831915727,0.1753349
608.510749633,0.250973828571
811.724322072,0.267063583333
789.405453777,0.275744352941
498.214112703,0.572332
349.485622363,0.401876478261
623.087494685,0.554770068966
506.227250231,0.601016714286
469.640967896,0.428635214286
470.629120514,0.545607833333
343.406315926,0.392818764706
349.626511091,0.511895521739
503.178792264,0.3828526
824.277775057,0.480142294118
481.48305766,0.200632047619
859.077312371,0.214672086957
1023.76949412,0.310588818182
1483.77049838,0.63580396
1208.95867135,0.357241074074
1173.67459887,0.322165133333
537.162909983,0.302912058824
845.005713505,0.44758759375
279.62861162,0.0879599565217
780.915742482,0.20017225
909.128599512,0.388622
623.395444333,0.297397730769
787.160481335,0.663971375
551.960813093,0.551063954545
655.096395443,0.31300125
1086.4876646,0.4318884
1357.05101607,0.465919793103
1113.23214774,0.471419
636.640571297,0.317696542857
883.283838598,0.366169390244
638.505269241,0.301987178571
1290.51989442,0.400407571429
474.810346145,0.2053401
502.295701425,0.194334555556
687.882051882,0.273704222222
1293.11063322,0.42013416
602.61103687,0.323464547619
864.15979835,0.429869033333
846.661098224,0.367336428571
687.49670878,0.283932129032
454.8062828,0.224394466667
406.40042891,0.191225219512
865.683726415,0.285115615385
580.17017166,0.3031
551.429068269,0.475740875
620.854347876,0.236201074074
651.012500721,0.54542925
367.406975129,0.154262137931
1075.51367261,0.423788730769
533.159488544,0.381827136364
377.956377889,0.189719777778
747.238694267,0.489469857143
900.193877884,0.29107
496.333168951,0.17891308
1394.54206022,0.367190842105
837.315270419,0.55025675
