voronoi_std_closeness_centrality,rotError.std.std
0.0162028340043,0.00570813314798
0.0180723422608,0.00238204213415
0.0143460382158,0.00443794731193
0.0334856533368,0.00221181244909
0.020401416029,0.00124875791759
0.0121833939039,0.00692890029398
0.0101726693386,0.00526352379524
0.0111789888503,0.00916339305052
0.0129962715494,0.00109827381314
0.0155910611826,0.001820392131
0.0161896572248,0.0115835540733
0.0246489555346,0.00242628577179
0.0225383671267,0.00881799279479
0.0175173726078,0.00156947572306
0.0234215696698,0.00133593491358
0.0217815574121,0.0033034977955
0.0120222750025,0.00427790386373
0.0129204340926,0.010818340273
0.0105738429496,0.0073614093577
0.0121048389773,0.0020421627691
0.00310742205166,0.00882900353326
0.0141771999006,0.0056069691509
0.0180681349112,0.00964521917124
0.0122438733975,0.0102373131119
0.0237913288013,0.00694223066048
0.0143990925972,0.00719629727175
0.0151231404527,0.00729724936466
0.0115281691071,0.00941862106525
0.0110998846989,0.00165015637774
0.012394935845,0.00327309840264
0.0110110099535,0.00344135860057
0.0130270578487,0.00431503222254
0.00875221342896,0.00820748297377
0.00976784712079,0.038374045582
0.010504734642,0.00800000789555
0.00816683567122,0.00653686665775
0.0250352459787,0.0030003076901
0.0110216500896,0.00533292057631
0.0127664010297,0.00671912860422
0.0192787369224,0.00480609803905
0.00952672556587,0.00899802736477
0.00914047087579,0.00879950207474
0.0161798718058,0.0034406223505
0.0140280958987,0.00161564506
0.0092818621892,0.00646094092521
0.0136604729771,0.00512121237682
0.0164595556523,0.00772600753931
0.012871900677,0.00810460207062
0.0131870913257,0.00596216482169
0.0140545346879,0.00468461053166
0.0164976378118,0.00290363576381
0.0185512356271,0.00727200671353
0.0147849607696,0.00593740494427
0.0115088999888,0.0031691424541
0.00955666431135,0.00360718859354
0.0136819240382,0.00760278416857
0.0155996031848,0.00281495176744
0.0117033474378,0.00295568783369
0.0168711330914,0.00587875703598
0.0174204601188,0.00492444947089
0.0519139466047,0.00274550707465
0.0156601313596,0.00668196581096
0.0116531019994,0.00693703706243
0.0158865164552,0.00651974844058
0.0101031055214,0.0105001485137
0.021634134839,0.00348419817228
0.0104434238961,0.00672065780498
0.012002439584,0.00427584456832
0.0148984712614,0.0034764729288
0.00699868820091,0.218382402573
0.0133203744133,0.0062202472559
0.0115536467413,0.00201918335413
0.0143915244288,0.00303309851547
0.00741871144613,0.00630615992045

5-Fold RMSE:,0.00561644147677,0.0546243160457,0.00803921672503,0.0185402074327,0.0185402074327
Average 5-Fold RMSE:,0.0191556550647

5-Fold rsquared:,-0.070598552039,-22.4511422646,-5.27659881281,0.0459398868411,0.0459398868411
Average 5-Fold rsquared:,-6.84972426287
