avg_eigenvector_centrality,transError.std.mean
0.0100393514149,0.610577304348
0.0105135767838,0.3833542
0.0172969873425,0.198447578947
0.0409830675628,0.12269
0.0273961100812,0.153758035714
0.00775762679381,0.492268548387
0.00574053025445,0.531760416667
0.00607997285304,0.440496478261
0.0128790084879,0.30601326087
0.017891627974,0.133319189189
0.0253591873935,0.194677542857
0.0288269155167,0.11035772
0.0272922929883,0.139761666667
0.0219058444332,0.178345722222
0.0297781088292,0.2198439
0.0309749814202,0.243437428571
0.0124757824752,0.273808166667
0.00765770647817,0.338521882353
0.00766469551654,0.61062825
0.0140504632514,0.359939652174
0.00385958981256,0.588087103448
0.00941447966977,0.628137071429
0.0120101922236,0.443055071429
0.00768026339488,0.999427916667
0.0286332432184,0.398797941176
0.0137519009375,0.690604043478
0.0321153716336,0.404276533333
0.0117639351235,0.493052294118
0.0102993499896,0.232889238095
0.00831972874981,0.221677130435
0.00813539809992,0.341540409091
0.0103366706799,0.65674012
0.00323439217057,0.423536259259
0.00533722428878,0.4465398
0.00771167569822,0.306929823529
0.00884825240827,0.480697125
0.0385411562993,0.108247869565
0.0125414231222,0.1948145
0.013397586622,0.405104185185
0.0195939573205,0.273577115385
0.00617839133906,0.694026083333
0.00780794728565,0.480950272727
0.0172809652214,0.326498583333
0.00757861267376,0.4142652
0.00720516326982,0.500458896552
0.00830849954476,0.625794366667
0.0193714444817,0.379335257143
0.00863855085793,0.487031439024
0.0157857386681,0.309707785714
0.00954335364902,0.515047357143
0.0189069640465,0.218116833333
0.0181565375695,0.219631666667
0.0127487196601,0.310407555556
0.00943801405487,0.50208644
0.0123575452517,0.3024675
0.0092119796945,0.464581966667
0.0152906308222,0.379500214286
0.0110621006247,0.286365322581
0.0107519721017,0.206892133333
0.0109688701912,0.171382926829
0.109089022235,0.324577269231
0.0164346608041,0.287927933333
0.00825178595754,0.50571615625
0.0162847765897,0.224714148148
0.00727309513956,0.500257916667
0.0159238280504,0.153626448276
0.00813813888448,0.398803653846
0.0113764647388,0.389266045455
0.0145323256063,0.203370592593
0.00351487462818,0.525956928571
0.014957737734,0.304974964286
0.011737521707,0.17280424
0.00855386841229,0.366907921053
0.00348930382443,0.741109166667
