voronoi_std_closeness_centrality,transError.mean.std
0.0162028340043,0.128810550931
0.0180723422608,0.0626106276575
0.0143460382158,0.0363222141704
0.0334856533368,0.0240230927776
0.020401416029,0.0231752964896
0.0121833939039,0.12471567563
0.0101726693386,0.118403445404
0.0111789888503,0.105974371826
0.0129962715494,0.0468835943002
0.0155910611826,0.0525575836354
0.0161896572248,0.0652650350355
0.0246489555346,0.0380406378831
0.0225383671267,0.048698079138
0.0175173726078,0.0465531383268
0.0234215696698,0.015699391456
0.0217815574121,0.0795487657361
0.0120222750025,0.0609893108178
0.0129204340926,0.0634488000674
0.0105738429496,0.121656676099
0.0121048389773,0.108765944747
0.00310742205166,0.116482183881
0.0141771999006,0.123971354033
0.0180681349112,0.117014135854
0.0122438733975,0.093854286797
0.0237913288013,0.0949115380575
0.0143990925972,0.113382526137
0.0151231404527,0.0940625752148
0.0115281691071,0.143229486163
0.0110998846989,0.0476951664389
0.012394935845,0.0815122877936
0.0110110099535,0.0482871281887
0.0130270578487,0.109859637786
0.00875221342896,0.0815752280843
0.00976784712079,0.0639775660122
0.010504734642,0.0966037993107
0.00816683567122,0.130209711384
0.0250352459787,0.0344430098623
0.0110216500896,0.0825251437691
0.0127664010297,0.0787229033116
0.0192787369224,0.0703616797672
0.00952672556587,0.136893046155
0.00914047087579,0.131748844655
0.0161798718058,0.0638479804609
0.0140280958987,0.0832238780337
0.0092818621892,0.112655965246
0.0136604729771,0.0882750414235
0.0164595556523,0.0630703094014
0.012871900677,0.0904968358626
0.0131870913257,0.0844506183324
0.0140545346879,0.0812632064472
0.0164976378118,0.0478290808047
0.0185512356271,0.0665534059179
0.0147849607696,0.063039235743
0.0115088999888,0.0862053699096
0.00955666431135,0.0951669768786
0.0136819240382,0.0936298052555
0.0155996031848,0.083845172989
0.0117033474378,0.067525357097
0.0168711330914,0.0711609699581
0.0174204601188,0.0754858045801
0.0519139466047,0.0666286445176
0.0156601313596,0.06593977187
0.0116531019994,0.119219125795
0.0158865164552,0.060063217006
0.0101031055214,0.0967598598958
0.021634134839,0.0600886637503
0.0104434238961,0.103345628507
0.012002439584,0.0960266591481
0.0148984712614,0.0554747715395
0.00699868820091,0.117509395197
0.0133203744133,0.0976733690521
0.0115536467413,0.0490437767207
0.0143915244288,0.0852449136299
0.00741871144613,0.18024925237

5-Fold RMSE:,0.027209452337,0.0298059507093,0.023145830788,0.0426668068542,0.0426668068542
Average 5-Fold RMSE:,0.0296825398636

5-Fold rsquared:,0.326777136869,-0.268562666053,0.306553251968,-0.020872475514,-0.020872475514
Average 5-Fold rsquared:,0.0313326247187
