topology_avg_betweenness_centrality,transError.mean.mean
0.0651387827858,0.616674277778
0.0450348432056,0.513207166667
0.0677298311445,0.511799
0.0785507246377,0.347489733333
0.171328671329,0.178033842105
0.244444444444,0.111519571429
0.0818181818182,0.135674892857
0.0430054476308,0.567853258065
0.0396317370002,0.483538
0.106554677207,0.364766782609
0.12693498452,0.266804521739
0.141391941392,0.136014027027
0.145098039216,0.1602634
0.128937728938,0.11330008
0.107142857143,0.120517266667
0.060119047619,0.168592444444
0.0930402930403,0.1753349
0.0625,0.250973828571
0.123188405797,0.255138206897
0.333333333333,0.275744352941
0.0447939150992,0.572332
0.0835913312693,0.401876478261
0.0346271236799,0.667381558824
0.0462820512821,0.601016714286
0.0456121145776,0.428635214286
0.0721368092692,0.534300857143
0.0746474028208,0.392818764706
0.0809941520468,0.511895521739
0.0526315789474,0.3828526
0.0803776683087,0.480142294118
0.127799227799,0.200632047619
0.0618618618619,0.214672086957
0.0622358034123,0.310588818182
0.0855072463768,0.63580396
0.0483073539657,0.357241074074
0.0512077294686,0.322165133333
0.0603415047795,0.302912058824
0.0541025641026,0.44758759375
0.124708624709,0.0879599565217
0.0702091767881,0.224303125
0.0786962365591,0.388622
0.0990196078431,0.297397730769
0.0726480836237,0.663971375
0.11405985319,0.551063954545
0.0884711779449,0.31300125
0.0858805445762,0.4318884
0.0555829228243,0.465919793103
0.071322537112,0.471419
0.0939031339031,0.317696542857
0.103887168903,0.366169390244
0.0916666666667,0.301987178571
0.109401709402,0.381142583333
0.0867167919799,0.2053401
0.0763157894737,0.189486166667
0.116318464145,0.273704222222
0.0813181602655,0.42013416
0.0693346508564,0.323464547619
0.0886956521739,0.429869033333
0.125438596491,0.367336428571
0.121100164204,0.283932129032
0.0974025974026,0.19405875
0.11369047619,0.191225219512
0.115927072583,0.285231925926
0.138235294118,0.3031
0.0755793226381,0.475740875
0.10626566416,0.236201074074
0.0506568144499,0.54542925
0.0613095238095,0.154262137931
0.052380952381,0.423788730769
0.0501145912911,0.337108057143
0.110714285714,0.189719777778
0.0716403162055,0.29107
0.0791193670451,0.17891308
0.0574712643678,0.367190842105

5-Fold RMSE:,0.174303523389,0.11886238767,0.150697520282,0.143279275334,0.143279275334
Average 5-Fold RMSE:,0.142079595658

5-Fold rsquared:,0.2588397132,0.0555770845119,0.220874010941,0.116348234634,0.116348234634
Average 5-Fold rsquared:,0.0222021709591
