avgRoomArea,transError.mean.mean
7977.65771283,0.507673043478
21173.5347899,0.347489733333
624.168754832,0.178033842105
80.8425765625,0.111519571429
1471.88578033,0.135674892857
34.881097464,0.567853258065
2549.50107571,0.483538
1963.40434773,0.364766782609
2780.84323949,0.266804521739
1048.19797,0.136014027027
2295.96385831,0.1602634
722.891074407,0.11330008
238.733433348,0.120517266667
1918.774887,0.168592444444
68.8216068272,0.1753349
6551.51671392,0.250973828571
6943.03896001,0.267063583333
1733.7689016,0.275744352941
35.6467956188,0.572332
151.362690548,0.401876478261
99.3657311669,0.554770068966
301.946595142,0.601016714286
121.68372176,0.428635214286
117.729480802,0.545607833333
159.178043584,0.392818764706
159.188760688,0.511895521739
859.936380576,0.3828526
1770.82512649,0.480142294118
91.9816248562,0.200632047619
1183.72809077,0.214672086957
1997.3848037,0.310588818182
49524.5924242,0.63580396
469.164697244,0.357241074074
943.370778453,0.322165133333
42.0407507992,0.302912058824
199.193698175,0.44758759375
788.58765325,0.0879599565217
453.458902845,0.20017225
1693.17206751,0.388622
5552.49887159,0.297397730769
363.343164941,0.663971375
1289.36416825,0.551063954545
2951.87623731,0.31300125
977.277898735,0.4318884
5426.47434551,0.465919793103
2722.63884182,0.471419
1209.03521613,0.317696542857
16879.3303371,0.366169390244
5157.30973711,0.301987178571
15832.5442995,0.400407571429
1087.11846417,0.2053401
1294.3483084,0.194334555556
2704.27313193,0.273704222222
4465.17802586,0.42013416
2060.46065176,0.323464547619
6566.39327632,0.429869033333
7841.40851591,0.367336428571
1885.83138054,0.283932129032
684.955365045,0.224394466667
1404.46439982,0.191225219512
17362.1361915,0.285115615385
5741.66815356,0.3031
202.653527556,0.475740875
3232.68514713,0.236201074074
654.353986368,0.54542925
1364.62420536,0.154262137931
2100.80696472,0.423788730769
114.824991211,0.381827136364
1050.81706285,0.189719777778
286.445046973,0.489469857143
5620.85672307,0.29107
1918.72960961,0.17891308
5899.38741064,0.367190842105
37.5123784326,0.55025675
