avg_closeness_centrality,transError.mean.mean
0.0829681026723,0.507673043478
0.0792384190845,0.347489733333
0.0798824288546,0.178033842105
0.178437489832,0.111519571429
0.111079156429,0.135674892857
0.0829357773374,0.567853258065
0.0635474330535,0.483538
0.0627819242078,0.364766782609
0.070759448798,0.266804521739
0.0847485271117,0.136014027027
0.0911718928997,0.1602634
0.121065388922,0.11330008
0.120524288794,0.120517266667
0.0966926435271,0.168592444444
0.130293676296,0.1753349
0.119034100862,0.250973828571
0.0633096270436,0.267063583333
0.0716879263894,0.275744352941
0.0626132509807,0.572332
0.0884732603304,0.401876478261
0.0418780662733,0.554770068966
0.0745168063384,0.601016714286
0.108537964332,0.428635214286
0.0689598898793,0.545607833333
0.12870857214,0.392818764706
0.0852834013798,0.511895521739
0.126092060057,0.3828526
0.0607268432365,0.480142294118
0.0613436786713,0.200632047619
0.0713487155756,0.214672086957
0.0716179077184,0.310588818182
0.0677186188063,0.63580396
0.0583282349173,0.357241074074
0.0511601522691,0.322165133333
0.0630304264848,0.302912058824
0.0576403296223,0.44758759375
0.134849739205,0.0879599565217
0.0787934053944,0.20017225
0.0784116989904,0.388622
0.10438803755,0.297397730769
0.0621938106869,0.663971375
0.0459685102702,0.551063954545
0.0833470642953,0.31300125
0.0668233399598,0.4318884
0.0674685943723,0.465919793103
0.066160655136,0.471419
0.086124372711,0.317696542857
0.0670963269855,0.366169390244
0.0860557798913,0.301987178571
0.0743900151433,0.400407571429
0.0848779173114,0.2053401
0.0957811074698,0.194334555556
0.0804055982337,0.273704222222
0.0602154793258,0.42013416
0.0849009471958,0.323464547619
0.0764866089586,0.429869033333
0.0838354988579,0.367336428571
0.0620173042545,0.283932129032
0.0854679083625,0.224394466667
0.089826724729,0.191225219512
0.276990231888,0.285115615385
0.0799232574825,0.3031
0.0653665559372,0.475740875
0.0828839962515,0.236201074074
0.0752682157962,0.54542925
0.105127732991,0.154262137931
0.0763646154256,0.423788730769
0.0824425675438,0.381827136364
0.0764803546915,0.189719777778
0.0502815796087,0.489469857143
0.0840568168315,0.29107
0.0692964768629,0.17891308
0.0778106496485,0.367190842105
0.047644843881,0.55025675
