voronoi_std_betweenness_centrality,rotError.mean.std
0.064127687584,0.0051668558009
0.078906434805,0.127889138475
0.0746543812721,0.00340156190411
0.062851196191,0.000529720236435
0.120555286217,0.00274200687267
0.134588707592,0.000868010041646
0.157081183686,0.000988470995105
0.0702608079073,0.00429956664055
0.0724914959019,0.00305267434636
0.115339067677,0.00325076749757
0.140816589884,0.00162224709611
0.16805134529,0.00122251686463
0.169705907227,0.00481593435646
0.148425240047,0.00139556645188
0.160579833031,0.00295561424787
0.154942199063,0.00086073843683
0.119327588971,0.00087903722649
0.175548202855,0.00234359606884
0.127445753524,0.00196300121238
0.0828370625069,0.00475371639426
0.0894050902149,0.00397965134483
0.0939366873161,0.00194485015484
0.0913729694687,0.011229552043
0.0739055320019,0.00728678377751
0.076293463043,0.0240067761271
0.0958990178296,0.00587163384417
0.0830023467368,0.00364257671701
0.138718645002,0.00193137045088
0.117196701992,0.00350567334933
0.108306665569,0.011540864302
0.141828214583,0.00169851493892
0.0756330969252,0.00387832424544
0.0762021693546,0.018982936371
0.140770979315,0.00268365863701
0.0511046648544,0.00951347370549
0.0862567077224,0.0113683540574
0.0952789524029,0.0102189055546
0.0836735301728,0.00279617073466
0.154109156244,0.00119649202124
0.0946700876743,0.00373159733983
0.0848366529613,0.00435481252733
0.151920860392,0.00284573492967
0.0770398687958,0.00405173873492
0.134288831834,0.00258198449888
0.157379029906,0.00935193660277
0.127519968793,0.00120964368307
0.0867796134283,0.00544625576124
0.0850149322524,0.0122018643728
0.1103334443,0.00687929093309
0.114004545879,0.00319700990545
0.0990072824493,0.00317220657184
0.0829289381716,0.00212895982035
0.141626997478,0.00283126115696
0.0926301375778,0.00479663990611
0.147842301865,0.00169591170353
0.116817550364,0.00167382816322
0.103636622274,0.00464877681209
0.0778880925589,0.00631663664558
0.128144102526,0.00267358431567
0.151022466631,0.00290650421563
0.121528219661,0.00604227499064
0.115413024622,0.00633767378436
0.126020319963,0.000897543822652
0.15578903341,0.00296056940863
0.123818508682,0.00514108200771
0.138059180639,0.0018376947053
0.082138035642,0.00559589829449
0.125731603212,0.0018378217927
0.0855568473939,0.00470429841354
0.0623751617214,0.00584007398849
0.121268856559,0.00290145318257
0.0872310046751,0.0102512932546
0.087537102921,0.00140772643706
0.113038517998,0.00163527502515

5-Fold RMSE:,0.00552765662405,0.00537791217076,0.031463683375,0.00362991576382,0.00362991576382
Average 5-Fold RMSE:,0.0101741212885

5-Fold rsquared:,-10.169133976,-1.48291340922,0.123178463344,-0.0309195620125,-0.0309195620125
Average 5-Fold rsquared:,-2.29374893667
