avgRoomWallRatio,transError.mean.std
94.0246719844,0.128810550931
23.0972333146,0.0626106276575
17.2159380658,0.0363222141704
34.9170323836,0.0240230927776
40.1386183344,0.0231752964896
4.15960998171,0.12471567563
98.27407095,0.118403445404
32.0558355679,0.105974371826
31.8854450811,0.0468835943002
17.0310324486,0.0525575836354
17.8785937327,0.0652650350355
5.31889858635,0.0380406378831
11.6322524159,0.048698079138
16.7112958669,0.0465531383268
4.19025169616,0.015699391456
4.5851672727,0.0795487657361
28.2697955746,0.0609893108178
78.8607355756,0.0634488000674
5.76789137536,0.121656676099
9.94474092631,0.108765944747
9.40155834329,0.116482183881
15.5899748781,0.123971354033
13.2876366474,0.117014135854
5.36699093475,0.093854286797
16.4235744233,0.0949115380575
5.20590608492,0.113382526137
3.89560341955,0.0940625752148
28.751717776,0.143229486163
17.0235577735,0.0476951664389
16.5688430617,0.0815122877936
41.7117577663,0.0482871281887
42.725871617,0.109859637786
74.578108553,0.0815752280843
31.9225066807,0.0639775660122
5.20722404423,0.0966037993107
7.42424488488,0.130209711384
7.63297537834,0.0344430098623
21.7010848341,0.0825251437691
137.556377369,0.0787229033116
20.6470540419,0.0703616797672
12.5838625992,0.136893046155
32.8475094999,0.131748844655
23.8346876138,0.0638479804609
21.4298943763,0.0832238780337
257.915562133,0.112655965246
18.4384227154,0.0882750414235
21.165267296,0.0630703094014
52.1209436869,0.0904968358626
21.1597420627,0.0844506183324
372.057769319,0.0812632064472
21.6349184755,0.0478290808047
17.1761447181,0.0665534059179
52.6797805223,0.063039235743
452.745366651,0.0862053699096
11.0567143812,0.0951669768786
20.8609685098,0.0936298052555
29.1017856064,0.083845172989
33.8993698932,0.067525357097
17.0002297373,0.0711609699581
13.0307686716,0.0754858045801
112.186234652,0.0666286445176
34.5694850639,0.06593977187
6.82477892286,0.119219125795
11.3478965674,0.060063217006
25.0965042526,0.0967598598958
31.3640832419,0.0600886637503
5.11370107056,0.103345628507
5.66003775883,0.0960266591481
31.0817993552,0.0554747715395
12.4734197923,0.117509395197
20.3487250038,0.0976733690521
91.8956005443,0.0490437767207
91.5984252567,0.0852449136299
8.06038669655,0.18024925237

5-Fold RMSE:,0.0441880099703,0.0196456352754,0.027741051809,0.0325099939847,0.0325099939847
Average 5-Fold RMSE:,0.0315417366496

5-Fold rsquared:,-0.000784249734157,-0.00246496154061,-0.013148185199,-0.0295927058929,-0.0295927058929
Average 5-Fold rsquared:,-0.0390676255517
