topology_avg_betweenness_centrality,rotError.std.mean
0.0677298311445,0.0134886818182
0.0785507246377,0.00848306666667
0.171328671329,0.00990715789474
0.244444444444,0.00666489285714
0.0818181818182,0.00854714285714
0.0430054476308,0.0154531111111
0.0396317370002,0.0139629166667
0.106554677207,0.0142382727273
0.12693498452,0.00927660869565
0.141391941392,0.00886394594595
0.145098039216,0.0103236571429
0.128937728938,0.00831244
0.107142857143,0.0120980666667
0.060119047619,0.00902981081081
0.0930402930403,0.0070672
0.0625,0.00862697142857
0.123188405797,0.0107663448276
0.333333333333,0.0146358235294
0.0447939150992,0.0153069130435
0.0835913312693,0.00836128571429
0.0346271236799,0.0141560606061
0.0462820512821,0.0130143076923
0.0456121145776,0.0213154358974
0.0721368092692,0.0118386923077
0.0746474028208,0.0129007
0.0809941520468,0.0117434782609
0.0526315789474,0.0171069
0.0803776683087,0.0201348076923
0.127799227799,0.00883107692308
0.0618618618619,0.00979857575758
0.0622358034123,0.0108434193548
0.0855072463768,0.01273672
0.0483073539657,0.0201676538462
0.0512077294686,0.0242387692308
0.0603415047795,0.0134642666667
0.0541025641026,0.0164263142857
0.124708624709,0.008347
0.0702091767881,0.0136369583333
0.0786962365591,0.0145126
0.0990196078431,0.0110901538462
0.0726480836237,0.0162626538462
0.11405985319,0.0139900769231
0.0884711779449,0.0113885652174
0.0858805445762,0.00808025641026
0.0555829228243,0.0127977692308
0.071322537112,0.0142507037037
0.0939031339031,0.0175852258065
0.103887168903,0.0131790810811
0.0916666666667,0.0140931785714
0.109401709402,0.013008
0.0867167919799,0.0124418666667
0.0763157894737,0.01217428
0.116318464145,0.0113095
0.0813181602655,0.01085984
0.0693346508564,0.013217275
0.0886956521739,0.0138498148148
0.125438596491,0.00906033333333
0.121100164204,0.0113865483871
0.0974025974026,0.01360234375
0.11369047619,0.0114615121951
0.115927072583,0.00809121428571
0.138235294118,0.0116139666667
0.0755793226381,0.0140091666667
0.10626566416,0.0103575555556
0.0506568144499,0.0173899090909
0.0613095238095,0.0105403103448
0.052380952381,0.0152154583333
0.0501145912911,0.00999909375
0.110714285714,0.00975977777778
0.0450348432056,0.0581752916667
0.0716403162055,0.00897219230769
0.0791193670451,0.00749868
0.0574712643678,0.00801097368421
0.0651387827858,0.0207175

5-Fold RMSE:,0.00353171149124,0.0122433203321,0.00254768648022,0.00327892847853,0.00327892847853
Average 5-Fold RMSE:,0.00514501209123

5-Fold rsquared:,-0.174048298951,-2.53696042122,0.129624879219,-0.0665284892804,-0.0665284892804
Average 5-Fold rsquared:,-0.515573987439
