topology_std_betweenness_centrality,transError.mean.mean
0.131812264312,0.494097045455
0.148705407271,0.347489733333
0.261716653955,0.178033842105
0.230672661023,0.111519571429
0.27136021012,0.135674892857
0.116264239203,0.500454518519
0.155450271976,0.483538
0.20325722398,0.314663090909
0.21845761841,0.266804521739
0.242817084083,0.136014027027
0.237876959592,0.1602634
0.236624366278,0.11330008
0.20130667256,0.120517266667
0.230386364579,0.168670918919
0.239940440847,0.1753349
0.242061459138,0.250973828571
0.196231027763,0.255138206897
0.471404520791,0.275744352941
0.119075163898,0.550894956522
0.196185373283,0.348672047619
0.148639864971,0.556707151515
0.183840968349,0.560622653846
0.170326124423,0.375646230769
0.16600218961,0.493396230769
0.216662018134,0.349249866667
0.216313212501,0.511895521739
0.223296878269,0.3828526
0.157060934161,0.376691423077
0.19446755538,0.2061935
0.127201781261,0.234490727273
0.146143564105,0.250467741935
0.19657591917,0.63580396
0.0895510295476,0.298866
0.147003696536,0.263492076923
0.141627662593,0.279235933333
0.124061682032,0.469986628571
0.253892063377,0.0827919117647
0.127870412379,0.224303125
0.124401224416,0.36068872
0.234536156628,0.297397730769
0.119381307136,0.687380423077
0.220853420272,0.594765692308
0.212474501198,0.276685391304
0.154702887129,0.26799774359
0.16435750178,0.394348115385
0.153122424652,0.407328592593
0.190652239415,0.301939870968
0.219441665803,0.337777675676
0.190940653956,0.301987178571
0.140028695806,0.381142583333
0.208781106226,0.2053401
0.207455882777,0.16422708
0.217275124316,0.273704222222
0.179934545673,0.42013416
0.187756497808,0.315128875
0.179116363595,0.391206259259
0.206867780433,0.319272923077
0.203037036446,0.283932129032
0.19173543319,0.19405875
0.234266083914,0.191225219512
0.224004288455,0.287816464286
0.223461677044,0.3031
0.170907443183,0.4451378
0.21043619028,0.236201074074
0.154019596736,0.513622636364
0.237450764678,0.154262137931
0.15294041887,0.395215916667
0.124375787197,0.2822633125
0.231525430446,0.189719777778
0.145977793591,0.513207166667
0.158996914607,0.240103076923
0.195480049413,0.17891308
0.177691147017,0.367190842105
0.132183205558,0.626637846154

5-Fold RMSE:,0.0949843905672,0.162995549457,0.115951050817,0.14435378702,0.14435378702
Average 5-Fold RMSE:,0.136556333602

5-Fold rsquared:,-0.379764705974,0.371499285623,-0.786144918474,-0.162598312065,-0.162598312065
Average 5-Fold rsquared:,-0.177073166581
