topology_std_katz_centrality,rotError.std.std
0.0387865986683,0.00568699616952
0.0530163414747,0.218382402573
0.0358111856313,0.00580885788305
0.0506179618926,0.00238204213415
0.0370978935435,0.00443794731193
0.0184651276566,0.00221181244909
0.0653190067095,0.00124875791759
0.0504062668326,0.00670812510145
0.0625156345542,0.00526352379524
0.0388418335422,0.00913242766636
0.0395175482926,0.00109827381314
0.0371844136274,0.001820392131
0.0329104586004,0.0115835540733
0.0470111349754,0.00242628577179
0.0490530355055,0.00881799279479
0.0680701689278,0.00155158807808
0.0500539590932,0.00133593491358
0.0686054740205,0.0033034977955
0.032395127214,0.00427790386373
0.0239938583583,0.010818340273
0.047552149884,0.00939720652641
0.0560533106338,0.00241009476396
0.0595870605781,0.0296182606338
0.0665161870029,0.0239013077489
0.0631969735004,0.0967031592699
0.0343501102959,0.0220331329296
0.0586605327873,0.00693154786835
0.0509329526464,0.00719629727175
0.0697491703081,0.00729724936466
0.0415496602463,0.00928123177602
0.023963572233,0.00146296711826
0.0415899045816,0.00345204746565
0.0447742735529,0.0235237306324
0.0458339228496,0.00431503222254
0.0303695030845,0.0109164373752
0.049173358584,0.0384564311949
0.0440867661807,0.0101640285899
0.0346914349788,0.0060490277033
0.0441262535518,0.00237160519209
0.0363263127109,0.00533292057631
0.0327402912611,0.00798833628714
0.0482392301694,0.00480609803905
0.0281128168704,0.00931314053418
0.0343000566012,0.0035854966117
0.0447871510946,0.0090749635613
0.0296030675798,0.00197943739482
0.0522435943348,0.00752716726779
0.0365337137694,0.0245157322818
0.0454501425725,0.0131644023743
0.040361653923,0.00816947942897
0.0528229880672,0.00596216482169
0.0273936875411,0.00468461053166
0.0456512079203,0.00290363576381
0.0578577906099,0.00664701953873
0.0395871278775,0.00593740494427
0.0352676352131,0.0031691424541
0.052747219677,0.00408505580913
0.0455697766838,0.0074098626606
0.0313893001367,0.00358325893136
0.0283957294271,0.00295568783369
0.0395253805847,0.00587875703598
0.0426244761908,0.00492444947089
0.0375295099882,0.00279567043769
0.0310919217409,0.00668196581096
0.0348802179017,0.00806206474837
0.036060369536,0.00651974844058
0.0596202838132,0.0102982308024
0.0681206797005,0.00348419817228
0.0517742245605,0.00773341395644
0.0545557900803,0.00606781674054
0.0448375412368,0.0034764729288
0.0528453814189,0.0129904271285
0.0539921295437,0.00201918335413
0.0505610093885,0.00303309851547

5-Fold RMSE:,0.0590122663378,0.00660790575976,0.0115807508527,0.0110030192317,0.0110030192317
Average 5-Fold RMSE:,0.0197244268259

5-Fold rsquared:,0.0882454713433,-0.0196826056081,0.27564065496,-2.90424837593,-2.90424837593
Average 5-Fold rsquared:,-0.577896350567
