avg_shortest_path_length,rotError.mean.std
12.5083333333,0.00331315133626
13.3569271611,0.000529720236435
12.912183908,0.00274200687267
5.78474576271,0.000868010041646
9.30294530154,0.000988470995105
12.3206884014,0.00429956664055
16.1501124462,0.00305267434636
16.4234150966,0.00325076749757
14.6480345376,0.00162224709611
12.2139696587,0.00122251686463
11.3142857143,0.00481593435646
8.58827160494,0.00139556645188
8.57716049383,0.00295561424787
10.682532418,0.00086073843683
7.91540616246,0.00087903722649
8.67536231884,0.00234359606884
16.3656387665,0.00188456667166
14.4232506728,0.00475371639426
16.4339661845,0.00397965134483
11.5084367246,0.00194485015484
24.0119570496,0.0029966941151
14.0247250894,0.00728678377751
9.46532338308,0.0240067761271
14.9227073619,0.00627694262703
8.04121274409,0.00364257671701
12.0442237501,0.00193137045088
8.04257703081,0.00350567334933
17.1090763052,0.011540864302
16.8520773344,0.00169851493892
14.4353595256,0.00387832424544
14.282835877,0.018982936371
15.3235310498,0.00268365863701
17.5499233156,0.00951347370549
20.3348066541,0.0113683540574
16.2894352159,0.0102189055546
17.6897421203,0.00279617073466
7.64877192982,0.00119649202124
12.9439687025,0.00356308331189
13.0972090374,0.00435481252733
9.9010989011,0.00284573492967
16.4454892506,0.00405173873492
22.6007609824,0.00258198449888
12.4963662791,0.00935193660277
15.6761002031,0.00120964368307
15.0959665481,0.00544625576124
15.7765005537,0.0122018643728
12.0269053248,0.00687929093309
15.4703899487,0.00319700990545
11.876818816,0.00317220657184
13.9151562839,0.00270284127902
12.227715946,0.00283126115696
10.8023779499,0.00237693489734
12.8683986774,0.00169591170353
17.2478158651,0.00167382816322
11.9320570832,0.00464877681209
13.4870361446,0.00631663664558
12.3135100709,0.00267358431567
16.7567925048,0.00290650421563
12.165374677,0.00632801513764
11.5426798101,0.00633767378436
3.74025974026,0.000912842598408
12.9842643588,0.00296056940863
15.7706882489,0.00514108200771
12.4842701937,0.0018376947053
13.5300479543,0.00559589829449
9.91822222222,0.0018378217927
13.346740213,0.00470429841354
12.3785714286,0.00708596426669
13.5930449902,0.00290145318257
20.2936398381,0.00205404963873
12.2111532504,0.0102512932546
14.8327194292,0.00140772643706
13.2625249684,0.00163527502515
21.4998288341,0.0038489765622
