avg_betweenness_centrality,rotError.mean.mean
0.0453083989501,0.00804769565217
0.0506431441029,0.00518106666667
0.0688565543818,0.00745268421053
0.0824956165985,0.00380332142857
0.0912411571598,0.00530514285714
0.0512248343955,0.0113298387097
0.0385499044432,0.0100377916667
0.0533682183273,0.00991973913043
0.0847704008547,0.00654347826087
0.101026753682,0.00574740540541
0.100138696255,0.0063216
0.0960540709486,0.00609472
0.0959134239725,0.00695146666667
0.0856861275929,0.00522869444444
0.0833181465357,0.00419643333333
0.112872975277,0.00586774285714
0.0679895520642,0.00836370833333
0.0467709082677,0.00957582352941
0.055920167335,0.0118060833333
0.0682366021076,0.00680830434783
0.0536409255235,0.00944403448276
0.0538211780553,0.0102644642857
0.0425393134828,0.0246713571429
0.0415603204832,0.00765891666667
0.0510232807543,0.00877191176471
0.072659366777,0.00719391304348
0.0848503256724,0.0116620333333
0.0649559528436,0.0221704705882
0.0723839147691,0.00773861904762
0.0474747686416,0.0076692173913
0.0472698785658,0.0124832272727
0.076188994946,0.0090522
0.0313445517341,0.0147335925926
0.0454936627156,0.0128114
0.0511352348359,0.0131788235294
0.0479590290814,0.0105658125
0.089848269322,0.00586613043478
0.0560749704341,0.01122375
0.0530579343746,0.010821
0.086418435933,0.00736969230769
0.049189456212,0.012007125
0.0737227337282,0.00962695454545
0.0905225691265,0.0105803333333
0.0702205751345,0.0089074
0.0510723425654,0.0112168965517
0.0494197342933,0.0137696
0.0589674081539,0.0132841714286
0.0637462112276,0.0079603902439
0.0632373186978,0.0102650357143
0.0478339121627,0.00904714285714
0.0796291911066,0.0111931666667
0.0541567842537,0.0101992222222
0.0824194352595,0.00787177777778
0.0622521680655,0.0083908
0.0650717683523,0.0134036428571
0.0503509521959,0.0111335666667
0.0720605736997,0.00665304761905
0.0833692725123,0.0100887741935
0.0656786745706,0.0131854666667
0.0642846329887,0.0108286829268
0.137012987013,0.00526592307692
0.0982316750719,0.0074369
0.0588473635416,0.01176809375
0.0797518763449,0.00650085185185
0.0519919002253,0.0117556666667
0.0719211469534,0.00662575862069
0.0543909260484,0.0114198846154
0.0407834101382,0.00877604545455
0.0591222769494,0.00717885185185
0.0419426953002,0.00882771428571
0.058391423179,0.00862746428571
0.0566914730706,0.00584372
0.0557387498564,0.0060295
0.0321313931569,0.0138904166667
