perimeter,rotError.std.std
919.385854688,0.00544283981045
845.094809668,0.00238204213415
400.830204991,0.00443794731193
104.798400009,0.00221181244909
297.255462487,0.00124875791759
175.184877189,0.00670812510145
975.710287307,0.00526352379524
661.864870045,0.00913242766636
461.959330453,0.00109827381314
301.700928702,0.001820392131
395.362041332,0.0115835540733
266.76921056,0.00242628577179
190.183623926,0.00881799279479
384.28900186,0.00155158807808
169.305586218,0.00133593491358
547.895428741,0.0033034977955
663.883925852,0.00457690250041
569.465956684,0.010818340273
277.253593842,0.00939720652641
186.385475943,0.00241009476396
266.853191731,0.00935003691155
251.520417083,0.0239013077489
217.978099666,0.0967031592699
413.568733758,0.0235713891725
161.46910584,0.00693154786835
333.320883456,0.00719629727175
348.726342602,0.00729724936466
582.414195881,0.00928123177602
416.287346717,0.00146296711826
602.450956601,0.00345204746565
625.529006956,0.0235237306324
1411.67024864,0.00431503222254
687.006424965,0.0109164373752
804.802666284,0.0384564311949
325.157616123,0.0101640285899
394.105092531,0.0060490277033
254.907573617,0.00237160519209
512.058047582,0.00513266581564
574.390274931,0.00798833628714
577.749460923,0.00480609803905
462.202334131,0.00931314053418
542.151199633,0.0035854966117
607.353417602,0.0090749635613
895.078361009,0.00197943739482
810.652971073,0.00752716726779
791.247099826,0.0245157322818
523.504495381,0.0131644023743
642.501394841,0.00816947942897
438.695516966,0.00596216482169
921.061208435,0.00530810796887
425.51985706,0.00290363576381
383.553654629,0.00562260485523
611.004216827,0.00593740494427
1094.05395026,0.0031691424541
396.724658884,0.00408505580913
623.982104305,0.0074098626606
673.355919531,0.00358325893136
614.642509546,0.00295568783369
383.053807066,0.00524304033256
377.554649486,0.00492444947089
798.372831181,0.00284535658194
541.589338691,0.00668196581096
479.641424654,0.00806206474837
562.534496366,0.00651974844058
398.050280897,0.0102982308024
346.945664463,0.00348419817228
629.847164937,0.00773341395644
243.197749682,0.00707002400913
431.988152916,0.0034764729288
476.307895935,0.00413643864616
609.954365264,0.0129904271285
446.124179764,0.00201918335413
1033.37498647,0.00303309851547
383.710764507,0.00469485154998
