voronoi_avg_eigenvector_centrality,rotError.mean.std
0.0100393514149,0.00314194787486
0.0105135767838,0.000529720236435
0.0172969873425,0.00274200687267
0.0409830675628,0.000868010041646
0.0273961100812,0.000988470995105
0.00775762679381,0.00396421114784
0.00574053025445,0.00305267434636
0.00607997285304,0.00323725683059
0.0128790084879,0.00162224709611
0.017891627974,0.00122251686463
0.0253591873935,0.00481593435646
0.0288269155167,0.00139556645188
0.0272922929883,0.00295561424787
0.0219058444332,0.000970277349218
0.0297781088292,0.00087903722649
0.0309749814202,0.00234359606884
0.0124757824752,0.00196300121238
0.00765770647817,0.00475371639426
0.00766469551654,0.00347532974758
0.0140504632514,0.00196074084985
0.00385958981256,0.00290945535533
0.00941447966977,0.0031687609811
0.0120101922236,0.00691864528074
0.00768026339488,0.00176297243951
0.0286332432184,0.00288446249643
0.0137519009375,0.00193137045088
0.0321153716337,0.00350567334933
0.0117639351235,0.0101955133655
0.0102993499896,0.00189316660463
0.00831972874981,0.00409306542765
0.00813539809992,0.0021898122043
0.0103366706799,0.00268365863701
0.00323439217057,0.00416085194839
0.00533722428878,0.00454871802084
0.00771167569822,0.00641385431356
0.00884825240827,0.00357712486121
0.0385411562993,0.00149199568169
0.0125414231222,0.00373159733983
0.013397586622,0.00227211409784
0.0195939573205,0.00284573492967
0.00617839133906,0.00416717640221
0.00780794728565,0.00429998156474
0.0172809652214,0.00262143524665
0.00757861267376,0.0015716058183
0.00720516326982,0.00295077555546
0.00830849954476,0.00347412036809
0.0193714444817,0.00393376291854
0.00863855085793,0.00199420279203
0.0157857386681,0.00317220657184
0.00954335364902,0.00212895982035
0.0189069640465,0.00283126115696
0.0181565375695,0.00452986510634
0.0127487196601,0.00169591170353
0.00943801405487,0.00167382816322
0.0123575452517,0.00380101619562
0.0092119796945,0.00567736820441
0.0152906308222,0.00200585427637
0.0110621006247,0.00290650421563
0.0107519721017,0.00604227499064
0.0109688701912,0.00633767378436
0.109089022235,0.00090005519672
0.0164346608041,0.00296056940863
0.00825178595754,0.00379557550738
0.0162847765897,0.0018376947053
0.00727309513956,0.00342684333818
0.0159238280504,0.0018378217927
0.00813813888448,0.0038392713065
0.0113764647388,0.00265952798602
0.0145323256063,0.00290145318257
0.00351487462818,0.127889138475
0.014957737734,0.00273066403156
0.011737521707,0.00140772643706
0.00855386841229,0.00163527502515
0.00348930382443,0.00529794026363

5-Fold RMSE:,0.00322847880775,0.0097429558751,0.032129794433,0.00258513330222,0.00258513330222
Average 5-Fold RMSE:,0.0101129382165

5-Fold rsquared:,-36.7040546029,-1.80221807334,-4.11507416018,-0.825499788184,-0.825499788184
Average 5-Fold rsquared:,-8.70042994213
