topology_std_betweenness_centrality,rotError.std.std
0.132183205558,0.00568699616952
0.145977793591,0.218382402573
0.131812264312,0.00580885788305
0.148705407271,0.00238204213415
0.261716653955,0.00443794731193
0.230672661023,0.00221181244909
0.27136021012,0.00124875791759
0.116264239203,0.00670812510145
0.155450271976,0.00526352379524
0.20325722398,0.00913242766636
0.21845761841,0.00109827381314
0.242817084083,0.001820392131
0.237876959592,0.0115835540733
0.236624366278,0.00242628577179
0.20130667256,0.00881799279479
0.230386364579,0.00155158807808
0.239940440847,0.00133593491358
0.242061459138,0.0033034977955
0.196231027763,0.00427790386373
0.471404520791,0.010818340273
0.119075163898,0.00939720652641
0.196185373283,0.00241009476396
0.148639864971,0.0296182606338
0.183840968349,0.0239013077489
0.170326124423,0.0967031592699
0.16600218961,0.0220331329296
0.216662018134,0.00693154786835
0.216313212501,0.00719629727175
0.223296878269,0.00729724936466
0.157060934161,0.00928123177602
0.19446755538,0.00146296711826
0.127201781261,0.00345204746565
0.146143564105,0.0235237306324
0.19657591917,0.00431503222254
0.0895510295476,0.0109164373752
0.147003696536,0.0384564311949
0.141627662593,0.0101640285899
0.124061682032,0.0060490277033
0.253892063377,0.00237160519209
0.127870412379,0.00533292057631
0.124401224416,0.00798833628714
0.234536156628,0.00480609803905
0.119381307136,0.00931314053418
0.220853420272,0.0035854966117
0.212474501198,0.0090749635613
0.154702887129,0.00197943739482
0.16435750178,0.00752716726779
0.153122424652,0.0245157322818
0.190652239415,0.0131644023743
0.219441665803,0.00816947942897
0.190940653956,0.00596216482169
0.140028695806,0.00468461053166
0.208781106226,0.00290363576381
0.207455882777,0.00664701953873
0.217275124316,0.00593740494427
0.179934545673,0.0031691424541
0.187756497808,0.00408505580913
0.179116363595,0.0074098626606
0.206867780433,0.00358325893136
0.203037036446,0.00295568783369
0.19173543319,0.00587875703598
0.234266083914,0.00492444947089
0.224004288455,0.00279567043769
0.223461677044,0.00668196581096
0.170907443183,0.00806206474837
0.21043619028,0.00651974844058
0.154019596736,0.0102982308024
0.237450764678,0.00348419817228
0.15294041887,0.00773341395644
0.124375787197,0.00606781674054
0.231525430446,0.0034764729288
0.158996914607,0.0129904271285
0.195480049413,0.00201918335413
0.177691147017,0.00303309851547

5-Fold RMSE:,0.0078212331512,0.0227789523749,0.00814535661615,0.0171885965453,0.0171885965453
Average 5-Fold RMSE:,0.0225327962018

5-Fold rsquared:,0.00698085861495,-5.50792699546,-0.320851236826,-0.0348128486352,-0.0348128486352
Average 5-Fold rsquared:,-1.14142240374
