voronoi_avg_shortest_path_length,rotError.std.mean
21.4998288341,0.0196438888889
20.2936398381,0.0581752916667
12.5083333333,0.0138309130435
13.3569271611,0.00848306666667
12.912183908,0.00990715789474
5.78474576271,0.00666489285714
9.30294530154,0.00854714285714
12.3206884014,0.0155064516129
16.1501124462,0.0139629166667
16.4234150966,0.0146126956522
14.6480345376,0.00927660869565
12.2139696587,0.00886394594595
11.3142857143,0.0103236571429
8.58827160494,0.00831244
8.57716049383,0.0120980666667
10.682532418,0.00897186111111
7.91540616246,0.0070672
8.67536231884,0.00862697142857
16.3656387665,0.0107663448276
14.4232506728,0.0146358235294
16.4339661845,0.0165645
11.5084367246,0.00871552173913
24.0119570496,0.0233207058824
14.0247250894,0.0177865357143
9.46532338308,0.0435829285714
14.9227073619,0.0173028571429
8.04121274409,0.0134678235294
12.0442237501,0.0117434782609
8.04257703081,0.0171069
17.1090763052,0.0210941176471
16.8520773344,0.00869485714286
14.4353595256,0.00991634782609
14.282835877,0.0162976363636
15.3235310498,0.01273672
17.5499233156,0.0216128148148
20.3348066541,0.0267318666667
16.2894352159,0.014787
17.6897421203,0.01558596875
7.64877192982,0.00887017391304
12.9439687025,0.0136369583333
13.0972090374,0.0158112592593
9.9010989011,0.0110901538462
16.4454892506,0.016004875
22.6007609824,0.0116140454545
12.4963662791,0.0131456666667
15.6761002031,0.012016
15.0959665481,0.0138605172414
15.7765005537,0.0208444333333
12.0269053248,0.0209096857143
15.4703899487,0.0136826097561
11.876818816,0.0140931785714
13.9151562839,0.013008
12.227715946,0.0124418666667
10.8023779499,0.0115595416667
12.8683986774,0.0113095
17.2478158651,0.01085984
11.9320570832,0.0133554761905
13.4870361446,0.0143581333333
12.3135100709,0.00947095238095
16.7567925048,0.0113865483871
12.165374677,0.01360234375
11.5426798101,0.0114615121951
3.74025974026,0.00808462962963
12.9842643588,0.0116139666667
15.7706882489,0.01513984375
12.4842701937,0.0103575555556
13.5300479543,0.0177405833333
9.91822222222,0.0105403103448
13.346740213,0.0159079615385
12.3785714286,0.0109016571429
13.5930449902,0.00975977777778
12.2111532504,0.0112861428571
14.8327194292,0.00749868
13.2625249684,0.00801097368421

5-Fold RMSE:,0.00326910935758,0.00332002066045,0.00315422310063,0.00997556273362,0.00997556273362
Average 5-Fold RMSE:,0.00636340226839

5-Fold rsquared:,0.663343632234,0.134934669955,0.166136543106,-0.788066497602,-0.788066497602
Average 5-Fold rsquared:,-0.0276801993558
