voronoi_avg_katz_centrality,transError.std.mean
0.00183164127162,0.597974409091
0.000837312826764,0.3833542
0.00394092941488,0.198447578947
0.00145841446799,0.12269
0.0146319223525,0.153758035714
0.0107227141849,0.443964518519
0.00212796668099,0.531760416667
0.000985497287792,0.402073772727
0.00675703959429,0.30601326087
0.00394697265736,0.133319189189
0.00313283454443,0.194677542857
0.00463081790692,0.11035772
0.014956869664,0.139761666667
0.00721128299575,0.178360027027
0.00749939520562,0.2198439
0.0099007638193,0.243437428571
0.00567615536378,0.256086724138
0.00522130790338,0.338521882353
0.00425521588337,0.583932391304
0.021034321157,0.325802619048
0.00237931914125,0.59423269697
0.00620759969978,0.577431384615
0.0136513798415,0.38375874359
0.00183923477374,0.698436384615
0.00819877290375,0.3659623
0.0115555452936,0.690604043478
0.018545199377,0.404276533333
0.00263691501963,0.441453846154
0.00677245448604,0.237735884615
0.005195100978,0.225124575758
0.00473407332978,0.256219483871
0.0125305043955,0.65674012
0.000137398924846,0.358577384615
0.000464141250352,0.362996384615
0.00349157537483,0.287370933333
0.00172767015839,0.50726
0.000428806088121,0.0964399411765
0.00507480131819,0.236416833333
0.00414675006167,0.35981112
0.0118453240216,0.273577115385
0.00305737359108,0.702296269231
0.00165416922011,0.558222807692
0.00368457372095,0.282527217391
0.00813047107868,0.292004974359
0.00470260844059,0.441571769231
0.00337661950533,0.501131740741
0.00454144763295,0.346335935484
0.00687453878969,0.466183297297
0.00612971140873,0.309707785714
0.00267346179467,0.503770083333
0.00264952251783,0.218116833333
0.00304978048946,0.1932868
0.00683271156337,0.310407555556
0.00269504009836,0.50208644
0.0132370052728,0.29558275
0.00593057110261,0.442420407407
0.00819487385135,0.337067487179
0.00445588535513,0.286365322581
0.00310224192568,0.19540578125
0.00668719690136,0.171382926829
0.061080293104,0.327402357143
0.0106672029474,0.287927933333
0.00276541182543,0.466749133333
0.00822004045619,0.224714148148
0.000254586441506,0.483949818182
0.00175031397817,0.153626448276
0.00249469745735,0.380862583333
0.00541741932639,0.2900733125
0.00457633157256,0.203370592593
0.00330166049308,0.522405666667
0.00770788343339,0.237020576923
0.00232036210858,0.17280424
9.65147538731e-05,0.366907921053
0.00195573996648,0.789124346154

5-Fold RMSE:,0.162496199496,0.192196366229,0.150604114467,0.160169146627,0.160169146627
Average 5-Fold RMSE:,0.167925732254

5-Fold rsquared:,-0.0165293153054,-0.0106027857403,-0.0131099036502,-0.723293574129,-0.723293574129
Average 5-Fold rsquared:,-0.219859770628
