voronoi_std_betweenness_centrality,transError.mean.mean
0.0746543812721,0.494097045455
0.062851196191,0.347489733333
0.120555286217,0.178033842105
0.134588707592,0.111519571429
0.157081183686,0.135674892857
0.0702608079073,0.500454518519
0.0724914959019,0.483538
0.115339067677,0.314663090909
0.140816589884,0.266804521739
0.16805134529,0.136014027027
0.169705907227,0.1602634
0.148425240047,0.11330008
0.160579833031,0.120517266667
0.154942199063,0.168670918919
0.119327588971,0.1753349
0.175548202855,0.250973828571
0.127445753524,0.255138206897
0.0828370625069,0.275744352941
0.0894050902149,0.550894956522
0.0939366873161,0.348672047619
0.0913729694687,0.556707151515
0.0739055320019,0.560622653846
0.076293463043,0.375646230769
0.0958990178296,0.493396230769
0.0830023467368,0.349249866667
0.138718645002,0.511895521739
0.117196701992,0.3828526
0.108306665569,0.376691423077
0.141828214583,0.2061935
0.0756330969252,0.234490727273
0.0762021693546,0.250467741935
0.140770979315,0.63580396
0.0511046648544,0.298866
0.0862567077224,0.263492076923
0.0952789524029,0.279235933333
0.0836735301728,0.469986628571
0.154109156244,0.0827919117647
0.0946700876743,0.224303125
0.0848366529613,0.36068872
0.151920860392,0.297397730769
0.0770398687958,0.687380423077
0.134288831834,0.594765692308
0.157379029906,0.276685391304
0.127519968793,0.26799774359
0.0867796134283,0.394348115385
0.0850149322524,0.407328592593
0.1103334443,0.301939870968
0.114004545879,0.337777675676
0.0990072824493,0.301987178571
0.0829289381716,0.381142583333
0.141626997478,0.2053401
0.0926301375778,0.16422708
0.147842301865,0.273704222222
0.116817550364,0.42013416
0.103636622274,0.315128875
0.0778880925589,0.391206259259
0.128144102526,0.319272923077
0.151022466631,0.283932129032
0.121528219661,0.19405875
0.115413024622,0.191225219512
0.126020319963,0.287816464286
0.15578903341,0.3031
0.123818508682,0.4451378
0.138059180639,0.236201074074
0.082138035642,0.513622636364
0.125731603212,0.154262137931
0.0855568473939,0.395215916667
0.0623751617214,0.2822633125
0.121268856559,0.189719777778
0.078906434805,0.513207166667
0.0872310046751,0.240103076923
0.087537102921,0.17891308
0.113038517998,0.367190842105
0.064127687584,0.626637846154

5-Fold RMSE:,0.142061384532,0.123489022741,0.118453675022,0.0956697173456,0.0956697173456
Average 5-Fold RMSE:,0.12371109113

5-Fold rsquared:,0.131514403197,0.141289247556,-0.232577639925,0.509976552417,0.509976552417
Average 5-Fold rsquared:,0.171864589941
