topology_std_betweenness_centrality,transError.std.mean
0.132183205558,0.778805
0.145977793591,0.522405666667
0.131812264312,0.611337304348
0.148705407271,0.3833542
0.261716653955,0.198447578947
0.230672661023,0.12269
0.27136021012,0.153758035714
0.116264239203,0.492268548387
0.155450271976,0.531760416667
0.20325722398,0.440496478261
0.21845761841,0.30601326087
0.242817084083,0.133319189189
0.237876959592,0.194677542857
0.236624366278,0.11035772
0.20130667256,0.139761666667
0.230386364579,0.178345722222
0.239940440847,0.2198439
0.242061459138,0.243437428571
0.196231027763,0.256086724138
0.471404520791,0.338521882353
0.119075163898,0.61062825
0.196185373283,0.359939652174
0.148639864971,0.708234558824
0.183840968349,0.628137071429
0.170326124423,0.443055071429
0.16600218961,0.936557642857
0.216662018134,0.398797941176
0.216313212501,0.690604043478
0.223296878269,0.404276533333
0.157060934161,0.493052294118
0.19446755538,0.232889238095
0.127201781261,0.221677130435
0.146143564105,0.341540409091
0.19657591917,0.65674012
0.0895510295476,0.423536259259
0.147003696536,0.4465398
0.141627662593,0.306929823529
0.124061682032,0.480697125
0.253892063377,0.108247869565
0.127870412379,0.236416833333
0.124401224416,0.405104185185
0.234536156628,0.273577115385
0.119381307136,0.694026083333
0.220853420272,0.480950272727
0.212474501198,0.326498583333
0.154702887129,0.4142652
0.16435750178,0.500458896552
0.153122424652,0.625794366667
0.190652239415,0.379335257143
0.219441665803,0.487031439024
0.190940653956,0.309707785714
0.140028695806,0.503770083333
0.208781106226,0.218116833333
0.207455882777,0.213804791667
0.217275124316,0.310407555556
0.179934545673,0.50208644
0.187756497808,0.3024675
0.179116363595,0.464581966667
0.206867780433,0.379500214286
0.203037036446,0.286365322581
0.19173543319,0.19540578125
0.234266083914,0.171382926829
0.224004288455,0.326238777778
0.223461677044,0.287927933333
0.170907443183,0.50571615625
0.21043619028,0.224714148148
0.154019596736,0.500257916667
0.237450764678,0.153626448276
0.15294041887,0.398803653846
0.124375787197,0.341757914286
0.231525430446,0.203370592593
0.158996914607,0.304974964286
0.195480049413,0.17280424
0.177691147017,0.366907921053

5-Fold RMSE:,0.12905953596,0.254461887954,0.094016911249,0.121126123,0.121126123
Average 5-Fold RMSE:,0.171871762791

5-Fold rsquared:,0.184463872595,-0.488613747848,0.28352193682,-0.064909436659,-0.064909436659
Average 5-Fold rsquared:,0.0207679327108
