voronoi_std_katz_centrality,transError.std.mean
0.0624731549568,0.597974409091
0.063752172964,0.3833542
0.0754900972952,0.198447578947
0.129091206881,0.12269
0.102657659336,0.153758035714
0.0661008951017,0.443964518519
0.0502704418861,0.531760416667
0.0586127538334,0.402073772727
0.0780340421936,0.30601326087
0.0939892490074,0.133319189189
0.0975397092036,0.194677542857
0.111014569034,0.11035772
0.110099823171,0.139761666667
0.0929712298051,0.178360027027
0.108205660452,0.2198439
0.119112086547,0.243437428571
0.0659829233406,0.256086724138
0.0585913436971,0.338521882353
0.0598248730876,0.583932391304
0.0772516261558,0.325802619048
0.048109504833,0.59423269697
0.0637167667236,0.577431384615
0.0692008974402,0.38375874359
0.0544424123813,0.698436384615
0.0841168072726,0.3659623
0.0797494568412,0.690604043478
0.106868056324,0.404276533333
0.0631905584655,0.441453846154
0.0669254864612,0.237735884615
0.059006633997,0.225124575758
0.0592550204987,0.256219483871
0.0714572904211,0.65674012
0.0434370069683,0.358577384615
0.0483911660079,0.362996384615
0.0575331907477,0.287370933333
0.0534243204259,0.50726
0.114707065441,0.0964399411765
0.0680103608451,0.236416833333
0.0658075265519,0.35981112
0.0968684562829,0.273577115385
0.0561712509096,0.702296269231
0.0581987476898,0.558222807692
0.0879679595136,0.282527217391
0.0683610410463,0.292004974359
0.0597913687418,0.441571769231
0.0575400519371,0.501131740741
0.0725973866224,0.346335935484
0.0657233059386,0.466183297297
0.0755615846501,0.309707785714
0.060574938632,0.503770083333
0.0835822171484,0.218116833333
0.0738591884147,0.1932868
0.0824780523605,0.310407555556
0.0616037184567,0.50208644
0.0755455798348,0.29558275
0.062966882775,0.442420407407
0.0788806200449,0.337067487179
0.0722201300189,0.286365322581
0.0761861508636,0.19540578125
0.0773264365088,0.171382926829
0.204263905889,0.327402357143
0.0891668487181,0.287927933333
0.0628086114111,0.466749133333
0.0823513570222,0.224714148148
0.0641495247308,0.483949818182
0.089069884571,0.153626448276
0.066034753817,0.380862583333
0.0594085046862,0.2900733125
0.0680457197775,0.203370592593
0.0464069089952,0.522405666667
0.0713808637398,0.237020576923
0.0637154343161,0.17280424
0.0671155361255,0.366907921053
0.0394800592855,0.789124346154

5-Fold RMSE:,0.120442633982,0.117274189903,0.252807192353,0.141794876301,0.141794876301
Average 5-Fold RMSE:,0.156836645919

5-Fold rsquared:,0.191346055411,0.228454995526,0.360845507885,-0.799426485084,-0.799426485084
Average 5-Fold rsquared:,0.0541150177007
