voronoi_avg_shortest_path_length,transError.mean.std
12.5083333333,0.128810550931
13.3569271611,0.0626106276575
12.912183908,0.0363222141704
5.78474576271,0.0240230927776
9.30294530154,0.0231752964896
12.3206884014,0.12471567563
16.1501124462,0.118403445404
16.4234150966,0.105974371826
14.6480345376,0.0468835943002
12.2139696587,0.0525575836354
11.3142857143,0.0652650350355
8.58827160494,0.0380406378831
8.57716049383,0.048698079138
10.682532418,0.0465531383268
7.91540616246,0.015699391456
8.67536231884,0.0795487657361
16.3656387665,0.0609893108178
14.4232506728,0.0634488000674
16.4339661845,0.121656676099
11.5084367246,0.108765944747
24.0119570496,0.116482183881
14.0247250894,0.123971354033
9.46532338308,0.117014135854
14.9227073619,0.093854286797
8.04121274409,0.0949115380575
12.0442237501,0.113382526137
8.04257703081,0.0940625752148
17.1090763052,0.143229486163
16.8520773344,0.0476951664389
14.4353595256,0.0815122877936
14.282835877,0.0482871281887
15.3235310498,0.109859637786
17.5499233156,0.0815752280843
20.3348066541,0.0639775660122
16.2894352159,0.0966037993107
17.6897421203,0.130209711384
7.64877192982,0.0344430098623
12.9439687025,0.0825251437691
13.0972090374,0.0787229033116
9.9010989011,0.0703616797672
16.4454892506,0.136893046155
22.6007609824,0.131748844655
12.4963662791,0.0638479804609
15.6761002031,0.0832238780337
15.0959665481,0.112655965246
15.7765005537,0.0882750414235
12.0269053248,0.0630703094014
15.4703899487,0.0904968358626
11.876818816,0.0844506183324
13.9151562839,0.0812632064472
12.227715946,0.0478290808047
10.8023779499,0.0665534059179
12.8683986774,0.063039235743
17.2478158651,0.0862053699096
11.9320570832,0.0951669768786
13.4870361446,0.0936298052555
12.3135100709,0.083845172989
16.7567925048,0.067525357097
12.165374677,0.0711609699581
11.5426798101,0.0754858045801
3.74025974026,0.0666286445176
12.9842643588,0.06593977187
15.7706882489,0.119219125795
12.4842701937,0.060063217006
13.5300479543,0.0967598598958
9.91822222222,0.0600886637503
13.346740213,0.103345628507
12.3785714286,0.0960266591481
13.5930449902,0.0554747715395
20.2936398381,0.117509395197
12.2111532504,0.0976733690521
14.8327194292,0.0490437767207
13.2625249684,0.0852449136299
21.4998288341,0.18024925237

5-Fold RMSE:,0.0282139153552,0.0296272671971,0.0279001068359,0.0275591583844,0.0275591583844
Average 5-Fold RMSE:,0.0282119802424

5-Fold rsquared:,0.0278313312204,0.445810872018,0.184743831891,-0.0604894494155,-0.0604894494155
Average 5-Fold rsquared:,0.162908931927
