voronoi_avg_closeness_centrality,transError.std.mean
0.0829681026723,0.597974409091
0.0792384190845,0.3833542
0.0798824288546,0.198447578947
0.178437489832,0.12269
0.111079156429,0.153758035714
0.0829357773374,0.443964518519
0.0635474330535,0.531760416667
0.0627819242078,0.402073772727
0.070759448798,0.30601326087
0.0847485271117,0.133319189189
0.0911718928997,0.194677542857
0.121065388922,0.11035772
0.120524288794,0.139761666667
0.0966926435271,0.178360027027
0.130293676296,0.2198439
0.119034100862,0.243437428571
0.0633096270436,0.256086724138
0.0716879263894,0.338521882353
0.0626132509807,0.583932391304
0.0884732603304,0.325802619048
0.0418780662733,0.59423269697
0.0745168063384,0.577431384615
0.108537964332,0.38375874359
0.0689598898793,0.698436384615
0.12870857214,0.3659623
0.0852834013798,0.690604043478
0.126092060057,0.404276533333
0.0607268432365,0.441453846154
0.0613436786713,0.237735884615
0.0713487155756,0.225124575758
0.0716179077184,0.256219483871
0.0677186188063,0.65674012
0.0583282349173,0.358577384615
0.0511601522691,0.362996384615
0.0630304264848,0.287370933333
0.0576403296223,0.50726
0.134849739205,0.0964399411765
0.0787934053944,0.236416833333
0.0784116989904,0.35981112
0.10438803755,0.273577115385
0.0621938106869,0.702296269231
0.0459685102702,0.558222807692
0.0833470642953,0.282527217391
0.0668233399598,0.292004974359
0.0674685943723,0.441571769231
0.066160655136,0.501131740741
0.086124372711,0.346335935484
0.0670963269855,0.466183297297
0.0860557798913,0.309707785714
0.0743900151433,0.503770083333
0.0848779173114,0.218116833333
0.0957811074698,0.1932868
0.0804055982337,0.310407555556
0.0602154793258,0.50208644
0.0849009471958,0.29558275
0.0764866089586,0.442420407407
0.0838354988579,0.337067487179
0.0620173042545,0.286365322581
0.0854679083625,0.19540578125
0.089826724729,0.171382926829
0.276990231888,0.327402357143
0.0799232574825,0.287927933333
0.0653665559372,0.466749133333
0.0828839962515,0.224714148148
0.0752682157962,0.483949818182
0.105127732991,0.153626448276
0.0763646154256,0.380862583333
0.0824425675438,0.2900733125
0.0764803546915,0.203370592593
0.0502815796087,0.522405666667
0.0840568168315,0.237020576923
0.0692964768629,0.17280424
0.0778106496485,0.366907921053
0.047644843881,0.789124346154

5-Fold RMSE:,0.229643495309,0.125321212282,0.151906933152,0.147532642044,0.147532642044
Average 5-Fold RMSE:,0.169688312616

5-Fold rsquared:,0.0742274805694,0.115664744572,0.155709343817,-1.84652491024,-1.84652491024
Average 5-Fold rsquared:,-0.244825864224
