voronoi_avg_betweenness_centrality,rotError.std.std
0.0453083989501,0.00570813314798
0.0506431441029,0.00238204213415
0.0688565543818,0.00443794731193
0.0824956165985,0.00221181244909
0.0912411571598,0.00124875791759
0.0512248343955,0.00692890029398
0.0385499044432,0.00526352379524
0.0533682183273,0.00916339305052
0.0847704008547,0.00109827381314
0.101026753682,0.001820392131
0.100138696255,0.0115835540733
0.0960540709486,0.00242628577179
0.0959134239725,0.00881799279479
0.0856861275929,0.00156947572306
0.0833181465357,0.00133593491358
0.112872975277,0.0033034977955
0.0679895520642,0.00427790386373
0.0467709082677,0.010818340273
0.055920167335,0.0073614093577
0.0682366021076,0.0020421627691
0.0536409255235,0.00882900353326
0.0538211780553,0.0056069691509
0.0425393134828,0.00964521917124
0.0415603204832,0.0102373131119
0.0510232807543,0.00694223066048
0.072659366777,0.00719629727175
0.0848503256724,0.00729724936466
0.0649559528436,0.00941862106525
0.0723839147691,0.00165015637774
0.0474747686416,0.00327309840264
0.0472698785658,0.00344135860057
0.076188994946,0.00431503222254
0.0313445517341,0.00820748297377
0.0454936627156,0.038374045582
0.0511352348359,0.00800000789555
0.0479590290814,0.00653686665775
0.089848269322,0.0030003076901
0.0560749704341,0.00533292057631
0.0530579343746,0.00671912860422
0.086418435933,0.00480609803905
0.049189456212,0.00899802736477
0.0737227337282,0.00879950207474
0.0905225691265,0.0034406223505
0.0702205751345,0.00161564506
0.0510723425654,0.00646094092521
0.0494197342933,0.00512121237682
0.0589674081539,0.00772600753931
0.0637462112276,0.00810460207062
0.0632373186978,0.00596216482169
0.0478339121627,0.00468461053166
0.0796291911066,0.00290363576381
0.0541567842537,0.00727200671353
0.0824194352595,0.00593740494427
0.0622521680655,0.0031691424541
0.0650717683523,0.00360718859354
0.0503509521959,0.00760278416857
0.0720605736997,0.00281495176744
0.0833692725123,0.00295568783369
0.0656786745706,0.00587875703598
0.0642846329887,0.00492444947089
0.137012987013,0.00274550707465
0.0982316750719,0.00668196581096
0.0588473635416,0.00693703706243
0.0797518763449,0.00651974844058
0.0519919002253,0.0105001485137
0.0719211469534,0.00348419817228
0.0543909260484,0.00672065780498
0.0407834101382,0.00427584456832
0.0591222769494,0.0034764729288
0.0419426953002,0.218382402573
0.058391423179,0.0062202472559
0.0566914730706,0.00201918335413
0.0557387498564,0.00303309851547
0.0321313931569,0.00630615992045

5-Fold RMSE:,0.00578242286063,0.00700487100344,0.00883855639895,0.00725124358763,0.00725124358763
Average 5-Fold RMSE:,0.0170489406864

5-Fold rsquared:,-9.0305907428,-4.98948030261,-0.301349416978,-7.09854060105,-7.09854060105
Average 5-Fold rsquared:,-4.29455494588
